DATE,Air temp C,Relative Humidity (%),Atmospheric Pressure (mb),hour
2015-05-06 14:00:00,13.89,96.17,1022.1,14.0
2015-05-06 15:00:00,15.56,96.22,1021.7,15.0
2015-05-06 16:00:00,18.89,75.12,1021.6,16.0
2015-05-06 17:00:00,22.22,66.2,1021.1,17.0
2015-05-06 18:00:00,25.56,57.87,1020.1,18.0
2015-05-06 19:00:00,27.22,50.68,1019.5,19.0
2015-05-06 20:00:00,22.78,59.08,1019.2,20.0
2015-05-06 21:00:00,21.11,65.54,1018.9,21.0
2015-05-06 23:00:00,19.44,67.79,1018.1,23.0
2015-05-07 00:00:00,18.33,70.28,1017.9,0.0
2015-05-07 01:00:00,17.78,69.72,1017.8,1.0
2015-05-07 02:00:00,15.56,77.59,1018,2.0
2015-05-07 03:00:00,15.56,74.56,1018.3,3.0
2015-05-07 04:00:00,15.56,74.56,1017.9,4.0
2015-05-07 05:00:00,15,74.96,1017.8,5.0
2015-05-07 06:00:00,14.44,80.55,1017.7,6.0
2015-05-07 07:00:00,14.44,77.92,1017.3,7.0
2015-05-07 08:00:00,14.44,77.92,1017.2,8.0
2015-05-07 09:00:00,15,77.49,1017.2,9.0
2015-05-07 10:00:00,16.11,75.14,1017,10.0
2015-05-07 11:00:00,17.78,72.53,1016.9,11.0
2015-05-07 12:00:00,18.89,72.72,1017.4,12.0
2015-05-07 13:00:00,21.11,63.45,1017.6,13.0
2015-05-07 14:00:00,23.33,57.32,1017.7,14.0
2015-05-07 15:00:00,25,50.11,1017.5,15.0
2015-05-07 16:00:00,27.22,43.99,1016.9,16.0
2015-05-07 17:00:00,28.33,38.39,1016.5,17.0
2015-05-07 18:00:00,29.44,32.2,1015.6,18.0
2015-05-07 19:00:00,29.44,31.15,1015,19.0
2015-05-07 20:00:00,29.44,31.15,1014.3,20.0
2015-05-07 21:00:00,30,30.09,1013.4,21.0
2015-05-07 22:00:00,30,27.76,1012.5,22.0
2015-05-07 23:00:00,30,26.84,1012.2,23.0
2015-05-08 00:00:00,28.89,29.58,1011.8,0.0
2015-05-08 01:00:00,27.22,35.4,1011.8,1.0
2015-05-08 02:00:00,26.67,39.22,1012.2,2.0
2015-05-08 03:00:00,21.67,68.25,1013.4,3.0
2015-05-08 04:00:00,22.22,68.35,1013,4.0
2015-05-08 05:00:00,21.67,70.47,1012.8,5.0
2015-05-08 06:00:00,21.67,70.47,1012.6,6.0
2015-05-08 07:00:00,21.11,73.11,1012.8,7.0
2015-05-08 08:00:00,21.11,73.11,1012.4,8.0
2015-05-08 09:00:00,21.11,73.11,1012.7,9.0
2015-05-08 10:00:00,20.56,75.4,1012.5,10.0
2015-05-08 11:00:00,20.56,78.33,1013.1,11.0
2015-05-08 12:00:00,20.56,80.86,1013.7,12.0
2015-05-08 13:00:00,21.67,78.49,1013.8,13.0
2015-05-08 14:00:00,23.33,73.49,1013.9,14.0
2015-05-08 15:00:00,24.44,68.78,1013.8,15.0
2015-05-08 16:00:00,25,66.36,1014,16.0
2015-05-08 17:00:00,26.67,59.99,1013.9,17.0
2015-05-08 18:00:00,26.67,55.97,1013.4,18.0
2015-05-08 19:00:00,27.22,54.35,1012.5,19.0
2015-05-08 20:00:00,28.33,50.97,1012.3,20.0
2015-05-08 21:00:00,27.78,52.47,1012.2,21.0
2015-05-08 22:00:00,21.11,75.96,1014.1,22.0
2015-05-08 23:00:00,20,87.16,1013.3,23.0
2015-05-09 00:00:00,20,87.16,1014.2,0.0
2015-05-09 01:00:00,20,87.16,1014.3,1.0
2015-05-09 02:00:00,20,87.16,1014.2,2.0
2015-05-09 03:00:00,19.44,90.46,1014.3,3.0
2015-05-09 04:00:00,19.44,90.46,1014.2,4.0
2015-05-09 05:00:00,18.89,93.33,1013.9,5.0
2015-05-09 06:00:00,18.89,93.33,1014,6.0
2015-05-09 07:00:00,18.89,93.33,1013.6,7.0
2015-05-09 08:00:00,18.89,96.31,1013.5,8.0
2015-05-09 09:00:00,18.89,93.33,1014.2,9.0
2015-05-09 10:00:00,18.89,93.33,1014.7,10.0
2015-05-09 11:00:00,18.89,93.33,1014.8,11.0
2015-05-09 12:00:00,15,93.13,1016.1,12.0
2015-05-09 13:00:00,12.22,92.99,1017.3,13.0
2015-05-09 14:00:00,12.22,89.95,1017.6,14.0
2015-05-09 15:00:00,12.22,89.95,1017.7,15.0
2015-05-09 16:00:00,12.78,83.08,1018.2,16.0
2015-05-09 17:00:00,13.33,80.4,1018.5,17.0
2015-05-09 18:00:00,13.33,77.23,1018.8,18.0
2015-05-09 19:00:00,13.33,74.67,1019.1,19.0
2015-05-09 20:00:00,13.33,71.7,1019.3,20.0
2015-05-09 21:00:00,12.22,77.06,1018.5,21.0
2015-05-09 22:00:00,12.22,74.48,1018.4,22.0
2015-05-09 23:00:00,11.67,79.64,1018.8,23.0
2015-05-10 00:00:00,11.11,82.87,1018.9,0.0
2015-05-10 01:00:00,10.56,79.48,1019.1,1.0
2015-05-10 02:00:00,10,82.73,1018.8,2.0
2015-05-10 03:00:00,10,82.73,1018.8,3.0
2015-05-10 04:00:00,9.44,89.73,1018.8,4.0
2015-05-10 05:00:00,10,89.17,1018.1,5.0
2015-05-10 06:00:00,10,92.87,1017.9,6.0
2015-05-10 07:00:00,9.44,92.84,1017.5,7.0
2015-05-10 08:00:00,9.44,89.73,1016.9,8.0
2015-05-10 09:00:00,9.44,92.84,1016.9,9.0
2015-05-10 10:00:00,8.89,92.81,1016.9,10.0
2015-05-10 11:00:00,8.33,96.66,1017.2,11.0
2015-05-10 12:00:00,8.33,96.66,1017.6,12.0
2015-05-10 13:00:00,8.33,92.78,1017.4,13.0
2015-05-10 14:00:00,8.89,92.81,1017.6,14.0
2015-05-10 15:00:00,9.44,92.84,1017.6,15.0
2015-05-10 16:00:00,9.44,92.84,1018,16.0
2015-05-10 17:00:00,10,89.17,1016.7,17.0
2015-05-10 18:00:00,10.56,89.22,1016.6,18.0
2015-05-10 19:00:00,11.67,85.78,1016.6,19.0
2015-05-10 20:00:00,12.22,80.25,1016.2,20.0
2015-05-10 21:00:00,12.22,83,1016.5,21.0
2015-05-10 22:00:00,13.33,77.23,1015.9,22.0
2015-05-10 23:00:00,14.44,74.86,1015.4,23.0
2015-05-11 00:00:00,14.44,74.86,1014.9,0.0
2015-05-11 01:00:00,12.78,79.8,1015.2,1.0
2015-05-11 02:00:00,10,89.17,1015.7,2.0
2015-05-11 03:00:00,10,86.19,1015.8,3.0
2015-05-11 04:00:00,9.44,92.84,1015.5,4.0
2015-05-11 05:00:00,10,89.17,1015.1,5.0
2015-05-11 06:00:00,10,89.17,1014.4,6.0
2015-05-11 07:00:00,10,86.19,1013.2,7.0
2015-05-11 08:00:00,10.56,89.22,1012.3,8.0
2015-05-11 09:00:00,10.56,89.22,1011.7,9.0
2015-05-11 10:00:00,11.67,89.31,1011.4,10.0
2015-05-11 11:00:00,13.33,93.05,1011.1,11.0
2015-05-11 12:00:00,16.67,86.29,1011.4,12.0
2015-05-11 13:00:00,18.33,87,1011.9,13.0
2015-05-11 14:00:00,18.89,89.86,1011.4,14.0
2015-05-11 15:00:00,18.89,87.05,1010.8,15.0
2015-05-11 16:00:00,19.44,87.1,1010,16.0
2015-05-11 17:00:00,19.44,87.1,1009.7,17.0
2015-05-11 18:00:00,20,83.91,1009.3,18.0
2015-05-11 19:00:00,20,78.25,1009.1,19.0
2015-05-11 20:00:00,21.11,73.11,1007.9,20.0
2015-05-11 21:00:00,20,83.91,1008.2,21.0
2015-05-11 22:00:00,21.11,73.11,1008.1,22.0
2015-05-11 23:00:00,21.11,52.8,1008.3,23.0
2015-05-12 00:00:00,18.89,56.23,1009.3,0.0
2015-05-12 01:00:00,17.78,51.93,1010,1.0
2015-05-12 02:00:00,13.89,61.81,1012.1,2.0
2015-05-12 03:00:00,13.89,57.29,1012.7,3.0
2015-05-12 04:00:00,13.33,57.14,1012.3,4.0
2015-05-12 05:00:00,13.33,52.91,1012.5,5.0
2015-05-12 06:00:00,12.78,54.67,1012.6,6.0
2015-05-12 07:00:00,12.22,58.89,1012.7,7.0
2015-05-12 08:00:00,11.67,60.87,1012.6,8.0
2015-05-12 09:00:00,11.11,61.15,1013.3,9.0
2015-05-12 10:00:00,11.11,58.62,1013.9,10.0
2015-05-12 11:00:00,10,60.89,1014.3,11.0
2015-05-12 12:00:00,10.56,60.6,1014.9,12.0
2015-05-12 13:00:00,10,63.08,1015.5,13.0
2015-05-12 14:00:00,10,60.89,1016.5,14.0
2015-05-12 15:00:00,10.56,58.49,1017.5,15.0
2015-05-12 16:00:00,11.11,58.62,1018.5,16.0
2015-05-12 17:00:00,11.67,60.87,1019.3,17.0
2015-05-12 18:00:00,11.67,60.87,1019.7,18.0
2015-05-12 19:00:00,12.78,59.04,1020.4,19.0
2015-05-12 20:00:00,12.22,58.89,1021.4,20.0
2015-05-12 21:00:00,12.78,54.67,1021.2,21.0
2015-05-12 22:00:00,13.89,50.88,1021.7,22.0
2015-05-12 23:00:00,13.89,48.78,1022.2,23.0
2015-05-13 00:00:00,13.33,48.95,1022.8,0.0
2015-05-13 01:00:00,12.22,52.61,1023.7,1.0
2015-05-13 02:00:00,11.67,52.11,1025,2.0
2015-05-13 03:00:00,11.67,50.28,1025.7,3.0
2015-05-13 04:00:00,10.56,51.81,1026.3,4.0
2015-05-13 05:00:00,9.44,56.14,1026.6,5.0
2015-05-13 06:00:00,8.33,60.47,1027,6.0
2015-05-13 07:00:00,7.78,65.32,1027.3,7.0
2015-05-13 08:00:00,7.22,68.05,1027.9,8.0
2015-05-13 09:00:00,7.78,67.69,1028.9,9.0
2015-05-13 10:00:00,7.22,73.59,1029.4,10.0
2015-05-13 11:00:00,7.22,68.05,1030,11.0
2015-05-13 12:00:00,7.78,62.56,1031,12.0
2015-05-13 13:00:00,8.89,58.07,1031.3,13.0
2015-05-13 14:00:00,9.44,58.61,1031.5,14.0
2015-05-13 15:00:00,9.44,58.61,1032.5,15.0
2015-05-13 16:00:00,10,58.34,1033.8,16.0
2015-05-13 17:00:00,10,60.89,1032.9,17.0
2015-05-13 18:00:00,10,60.89,1032.5,18.0
2015-05-13 19:00:00,11.11,52.32,1032.1,19.0
2015-05-13 20:00:00,11.67,50.28,1031.2,20.0
2015-05-13 21:00:00,11.67,52.11,1030.7,21.0
2015-05-13 22:00:00,11.67,50.28,1030.3,22.0
2015-05-13 23:00:00,11.11,52.32,1030.1,23.0
2015-05-14 00:00:00,10.56,54.09,1029.9,0.0
2015-05-14 01:00:00,9.44,58.61,1030.4,1.0
2015-05-14 02:00:00,7.78,65.32,1030.8,2.0
2015-05-14 03:00:00,7.78,65.32,1031.2,3.0
2015-05-14 04:00:00,7.78,65.32,1030.5,4.0
2015-05-14 05:00:00,7.78,62.56,1030,5.0
2015-05-14 06:00:00,7.78,62.56,1029.3,6.0
2015-05-14 07:00:00,7.78,62.56,1029.1,7.0
2015-05-14 08:00:00,7.78,67.69,1028.1,8.0
2015-05-14 09:00:00,8.33,73.79,1028,9.0
2015-05-14 10:00:00,9.44,77.14,1027.5,10.0
2015-05-14 11:00:00,9.44,73.99,1028.1,11.0
2015-05-14 12:00:00,10.56,71.19,1028.7,12.0
2015-05-14 13:00:00,12.22,64.03,1028.7,13.0
2015-05-14 14:00:00,13.89,57.29,1028.4,14.0
2015-05-14 15:00:00,15.56,53.15,1027.9,15.0
2015-05-14 16:00:00,16.67,49.55,1026.9,16.0
2015-05-14 17:00:00,17.22,50.03,1026.3,17.0
2015-05-14 18:00:00,17.78,48.17,1024.9,18.0
2015-05-14 19:00:00,18.89,44.95,1023.4,19.0
2015-05-14 20:00:00,19.44,43.57,1022.7,20.0
2015-05-14 21:00:00,19.44,45.09,1021.5,21.0
2015-05-14 22:00:00,19.44,45.09,1020.2,22.0
2015-05-14 23:00:00,20,41.98,1019.7,23.0
2015-05-15 00:00:00,17.78,55.95,1020,0.0
2015-05-15 01:00:00,16.11,72.22,1018.9,1.0
2015-05-15 02:00:00,15.56,77.59,1018.2,2.0
2015-05-15 03:00:00,16.11,75.14,1017.5,3.0
2015-05-15 04:00:00,16.67,67.24,1017,4.0
2015-05-15 05:00:00,16.11,75.14,1016.9,5.0
2015-05-15 06:00:00,16.67,72.33,1016.5,6.0
2015-05-15 07:00:00,15.56,86.18,1014.9,7.0
2015-05-15 08:00:00,16.11,86.79,1014.4,8.0
2015-05-15 09:00:00,16.67,83.54,1014.2,9.0
2015-05-15 10:00:00,16.67,83.54,1014,10.0
2015-05-15 11:00:00,16.67,86.29,1014,11.0
2015-05-15 12:00:00,17.22,83.6,1014.5,12.0
2015-05-15 13:00:00,18.33,81.07,1014.6,13.0
2015-05-15 14:00:00,19.44,78.66,1015.3,14.0
2015-05-15 15:00:00,20,78.25,1015.3,15.0
2015-05-15 16:00:00,21.67,75.57,1015.3,16.0
2015-05-15 17:00:00,23.33,68.57,1015.2,17.0
2015-05-15 18:00:00,24.44,66.65,1014.7,18.0
2015-05-15 19:00:00,24.44,66.65,1014.3,19.0
2015-05-15 20:00:00,25,61.91,1013.8,20.0
2015-05-15 21:00:00,25.56,57.87,1013.4,21.0
2015-05-15 22:00:00,26.11,52.37,1013.6,22.0
2015-05-15 23:00:00,25,55.91,1013.7,23.0
2015-05-16 00:00:00,24.44,55.77,1013.8,0.0
2015-05-16 01:00:00,23.89,59.72,1014.2,1.0
2015-05-16 02:00:00,23.33,61.92,1014.3,2.0
2015-05-16 03:00:00,22.78,63.83,1014.7,3.0
2015-05-16 04:00:00,22.78,63.83,1014.6,4.0
2015-05-16 05:00:00,21.67,70.47,1014.5,5.0
2015-05-16 06:00:00,21.67,70.47,1014.9,6.0
2015-05-16 07:00:00,20.56,78.33,1014.9,7.0
2015-05-16 08:00:00,20,83.91,1014.3,8.0
2015-05-16 09:00:00,19.44,87.1,1014.4,9.0
2015-05-16 10:00:00,19.44,87.1,1014.6,10.0
2015-05-16 11:00:00,19.44,87.1,1015.1,11.0
2015-05-16 12:00:00,20,87.16,1015.7,12.0
2015-05-16 13:00:00,20.56,86.66,1016.2,13.0
2015-05-16 14:00:00,21.11,81.44,1016.2,14.0
2015-05-16 15:00:00,21.11,87.26,1016.3,15.0
2015-05-16 16:00:00,22.22,84.16,1016,16.0
2015-05-16 17:00:00,23.89,75.93,1015.6,17.0
2015-05-16 18:00:00,23.89,75.93,1015.3,18.0
2015-05-16 19:00:00,24.44,73.68,1014.7,19.0
2015-05-16 20:00:00,26.67,64.26,1014.5,20.0
2015-05-16 21:00:00,27.22,64.77,1014,21.0
2015-05-16 22:00:00,26.67,64.26,1014,22.0
2015-05-16 23:00:00,26.67,64.26,1014.1,23.0
2015-05-17 00:00:00,25.56,62.05,1014.5,0.0
2015-05-17 01:00:00,25,71.08,1014.4,1.0
2015-05-17 02:00:00,24.44,73.68,1014.8,2.0
2015-05-17 03:00:00,22.78,78.65,1014.7,3.0
2015-05-17 04:00:00,22.22,81.57,1015,4.0
2015-05-17 05:00:00,21.67,84.1,1014.8,5.0
2015-05-17 06:00:00,21.67,84.1,1014.9,6.0
2015-05-17 07:00:00,21.11,84.04,1014.5,7.0
2015-05-17 08:00:00,21.11,81.44,1014.5,8.0
2015-05-17 09:00:00,20.56,86.66,1014.9,9.0
2015-05-17 10:00:00,21.11,84.04,1014.6,10.0
2015-05-17 11:00:00,21.11,87.26,1014.7,11.0
2015-05-17 12:00:00,21.11,87.26,1014.6,12.0
2015-05-17 13:00:00,21.11,90.02,1014.5,13.0
2015-05-17 14:00:00,21.67,90.06,1013.9,14.0
2015-05-17 15:00:00,22.78,84.22,1013.1,15.0
2015-05-17 16:00:00,23.89,78.81,1012.6,16.0
2015-05-17 17:00:00,25.56,71.19,1012.2,17.0
2015-05-17 18:00:00,26.11,69.11,1011.1,18.0
2015-05-17 19:00:00,27.22,67.22,1011.5,19.0
2015-05-17 20:00:00,27.78,62.53,1011,20.0
2015-05-17 21:00:00,28.33,60.74,1010.3,21.0
2015-05-17 22:00:00,27.78,60.25,1010.1,22.0
2015-05-17 23:00:00,28.89,49.22,1009.7,23.0
2015-05-18 00:00:00,28.33,52.93,1010,0.0
2015-05-18 01:00:00,27.22,52.66,1010.8,1.0
2015-05-18 02:00:00,26.11,56.18,1011.6,2.0
2015-05-18 03:00:00,25.56,59.74,1012.4,3.0
2015-05-18 04:00:00,24.44,64.17,1012.6,4.0
2015-05-18 05:00:00,23.89,66.13,1013,5.0
2015-05-18 06:00:00,23.33,68.57,1013.4,6.0
2015-05-18 07:00:00,22.78,70.68,1013.5,7.0
2015-05-18 08:00:00,22.22,73.3,1013.5,8.0
2015-05-18 09:00:00,21.11,81.44,1013.4,9.0
2015-05-18 10:00:00,20.56,83.98,1013.6,10.0
2015-05-18 11:00:00,20.56,83.98,1013.9,11.0
2015-05-18 12:00:00,20.56,86.66,1014.2,12.0
2015-05-18 13:00:00,22.78,75.75,1014.1,13.0
2015-05-18 14:00:00,22.78,75.75,1014.2,14.0
2015-05-18 15:00:00,23.89,70.88,1014.5,15.0
2015-05-18 16:00:00,25,64.3,1014.9,16.0
2015-05-18 17:00:00,26.67,55.97,1014.8,17.0
2015-05-18 18:00:00,26.67,50.55,1014.9,18.0
2015-05-18 19:00:00,26.67,43.56,1014.9,19.0
2015-05-18 20:00:00,26.11,37.78,1015.2,20.0
2015-05-18 21:00:00,25,37.21,1015.4,21.0
2015-05-18 22:00:00,22.78,38.12,1016.1,22.0
2015-05-18 23:00:00,21.67,37.81,1016.1,23.0
2015-05-19 00:00:00,19.44,41.81,1016.7,0.0
2015-05-19 01:00:00,17.22,44.47,1017.7,1.0
2015-05-19 02:00:00,15.56,49.25,1018.3,2.0
2015-05-19 03:00:00,13.89,50.88,1019.4,3.0
2015-05-19 04:00:00,11.67,56.34,1019.9,4.0
2015-05-19 05:00:00,10.56,58.49,1020.2,5.0
2015-05-19 06:00:00,10.56,58.49,1020.5,6.0
2015-05-19 07:00:00,10,58.34,1020.8,7.0
2015-05-19 08:00:00,9.44,58.61,1020.9,8.0
2015-05-19 09:00:00,9.44,60.74,1020.8,9.0
2015-05-19 10:00:00,9.44,58.61,1020.9,10.0
2015-05-19 11:00:00,9.44,60.74,1021.1,11.0
2015-05-19 12:00:00,9.44,60.74,1022,12.0
2015-05-19 13:00:00,9.44,63.39,1022.5,13.0
2015-05-19 14:00:00,10,63.08,1023.2,14.0
2015-05-19 15:00:00,10.56,60.6,1023.6,15.0
2015-05-19 16:00:00,11.11,58.62,1023.3,16.0
2015-05-19 17:00:00,11.11,58.62,1023.6,17.0
2015-05-19 18:00:00,11.67,58.77,1023.6,18.0
2015-05-19 19:00:00,11.67,56.34,1024,19.0
2015-05-19 20:00:00,10,63.08,1023.8,20.0
2015-05-19 21:00:00,9.44,68.51,1024,21.0
2015-05-19 22:00:00,9.44,63.39,1023.5,22.0
2015-05-19 23:00:00,9.44,58.61,1023.8,23.0
2015-05-20 00:00:00,8.89,60.62,1024.3,0.0
2015-05-20 01:00:00,7.78,62.56,1024.2,1.0
2015-05-20 02:00:00,7.22,62.87,1024.2,2.0
2015-05-20 03:00:00,6.67,62.3,1024.2,3.0
2015-05-20 04:00:00,6.67,62.3,1024.9,4.0
2015-05-20 05:00:00,6.67,59.64,1024.1,5.0
2015-05-20 06:00:00,7.22,55.56,1024.4,6.0
2015-05-20 07:00:00,6.67,59.64,1024.8,7.0
2015-05-20 08:00:00,6.67,59.64,1024.6,8.0
2015-05-20 09:00:00,6.67,62.3,1024.8,9.0
2015-05-20 10:00:00,6.67,62.3,1022.8,10.0
2015-05-20 11:00:00,6.67,62.3,1023.7,11.0
2015-05-20 12:00:00,7.22,65.18,1024.6,12.0
2015-05-20 13:00:00,8.33,58.33,1024.6,13.0
2015-05-20 14:00:00,8.89,56.01,1024.7,14.0
2015-05-20 15:00:00,9.44,47.86,1024.5,15.0
2015-05-20 16:00:00,10,40.55,1024.2,16.0
