DATE,DO,Air temp C,Relative Humidity (%),Atmospheric Pressure (mb)
7/9/24 21:20,0.0,23.0,100.0,1011.4
7/9/24 21:30,0.0,23.0,100.0,1011.4
7/9/24 21:40,0.0,23.0,100.0,1011.4
7/9/24 21:50,0.0,23.0,100.0,1011.4
7/9/24 22:00,0.0,23.0,100.0,1011.4
7/9/24 22:10,0.0,23.0,100.0,1011.4
7/9/24 22:20,0.0,23.0,100.0,1011.4
7/9/24 22:30,0.0,23.0,100.0,1011.4
7/9/24 22:40,0.0,23.0,100.0,1011.4
7/9/24 22:50,0.0,22.0,100.0,1011.1
7/9/24 23:00,0.0,22.0,100.0,1011.1
7/9/24 23:10,0.0,22.0,100.0,1011.1
7/9/24 23:20,0.0,22.0,100.0,1011.1
7/9/24 23:30,0.0,22.0,100.0,1011.1
7/9/24 23:40,0.0,22.0,100.0,1011.1
7/9/24 23:50,0.0,22.0,100.0,1010.3
7/10/24 0:00,0.0,22.0,100.0,1010.3
7/10/24 0:10,0.0,22.0,100.0,1010.3
7/10/24 0:20,0.0,22.0,100.0,1010.3
7/10/24 0:30,0.0,22.0,100.0,1010.3
7/10/24 0:40,0.0,22.0,100.0,1010.3
7/10/24 0:50,0.0,22.0,100.0,1009.9
7/10/24 1:00,0.0,22.0,100.0,1009.9
7/10/24 1:10,0.0,22.0,100.0,1009.9
7/10/24 1:20,0.0,22.0,100.0,1009.9
7/10/24 1:30,0.0,22.0,100.0,1009.9
7/10/24 1:40,0.0,22.0,100.0,1009.9
7/10/24 1:50,0.0,22.0,100.0,1010.0
7/10/24 2:00,0.0,22.0,100.0,1010.0
7/10/24 2:10,0.0,22.0,100.0,1010.0
7/10/24 2:20,0.0,21.0,100.0,1010.0
7/10/24 2:30,0.0,21.0,100.0,1010.0
7/10/24 2:40,0.0,21.0,100.0,1010.0
7/10/24 2:50,0.0,21.0,100.0,1009.7
7/10/24 3:00,0.0,21.0,100.0,1009.7
7/10/24 3:10,0.0,21.0,100.0,1009.7
7/10/24 3:20,0.0,21.0,100.0,1009.7
7/10/24 3:30,0.0,21.0,100.0,1009.7
7/10/24 3:40,0.0,22.0,100.0,1009.7
7/10/24 3:50,0.0,22.0,100.0,1008.8
7/10/24 4:00,0.0,21.0,100.0,1008.8
7/10/24 4:10,0.0,21.0,100.0,1008.8
7/10/24 4:20,0.0,21.0,100.0,1008.8
7/10/24 4:30,0.0,21.0,100.0,1008.8
7/10/24 4:40,0.0,21.0,100.0,1008.8
7/10/24 4:50,0.0,21.0,100.0,1008.6
7/10/24 5:00,0.0,21.0,100.0,1008.6
7/10/24 5:10,0.0,21.0,100.0,1008.6
7/10/24 5:20,0.0,20.0,100.0,1008.6
7/10/24 5:30,0.0,20.0,100.0,1008.6
7/10/24 5:40,0.0,20.0,100.0,1008.6
7/10/24 5:50,0.0,20.0,100.0,1008.8
7/10/24 6:00,0.0,20.0,100.0,1008.8
7/10/24 6:10,0.0,20.0,100.0,1008.8
7/10/24 6:20,0.0,20.0,100.0,1008.8
7/10/24 6:30,0.01,20.0,100.0,1008.8
7/10/24 6:40,0.01,20.0,100.0,1008.8
7/10/24 6:50,0.0,20.0,100.0,1007.9
7/10/24 7:00,0.0,20.0,100.0,1007.9
7/10/24 7:10,0.0,20.0,100.0,1007.9
7/10/24 7:20,0.0,20.0,100.0,1007.9
7/10/24 7:30,0.0,20.0,100.0,1007.9
7/10/24 7:40,0.0,20.0,100.0,1007.9
7/10/24 7:50,0.0,20.0,100.0,1008.1
7/10/24 8:00,0.0,20.0,100.0,1008.1
7/10/24 8:10,0.0,20.0,100.0,1008.1
7/10/24 8:20,0.0,20.0,100.0,1008.1
7/10/24 8:30,0.0,20.0,100.0,1008.1
7/10/24 8:40,0.0,20.0,100.0,1008.1
7/10/24 8:50,0.0,20.0,100.0,1008.5
7/10/24 9:00,0.0,20.0,100.0,1008.5
7/10/24 9:10,0.0,20.0,100.0,1008.5
7/10/24 9:20,0.0,20.0,100.0,1008.5
7/10/24 9:30,0.0,20.0,100.0,1008.5
7/10/24 9:40,0.0,20.0,100.0,1008.5
7/10/24 9:50,0.0,20.0,100.0,1008.9
7/10/24 10:00,0.03,20.0,100.0,1008.9
7/10/24 10:10,0.0,20.0,100.0,1008.9
7/10/24 10:20,0.0,20.0,100.0,1008.9
7/10/24 10:30,0.0,20.0,100.0,1008.9
7/10/24 10:40,0.0,20.0,100.0,1008.9
7/10/24 10:50,0.02,20.0,100.0,1009.2
7/10/24 11:00,0.0,19.0,88.67,1009.2
7/10/24 11:10,0.0,19.0,88.67,1009.2
7/10/24 11:20,0.0,19.0,88.67,1009.2
7/10/24 11:30,0.0,19.0,88.67,1009.2
7/10/24 11:40,0.0,19.0,88.67,1009.2
7/10/24 11:50,0.0,19.0,88.67,1009.7
7/10/24 12:00,0.0,20.0,73.95,1009.7
7/10/24 12:10,0.0,20.0,73.95,1009.7
7/10/24 12:20,0.0,20.0,73.95,1009.7
7/10/24 12:30,0.0,20.0,73.95,1009.7
7/10/24 12:40,0.01,20.0,73.95,1009.7
7/10/24 12:50,0.02,20.0,69.71,1009.8
7/10/24 13:00,0.02,20.0,69.71,1009.8
7/10/24 13:10,0.01,20.0,69.71,1009.8
7/10/24 13:20,0.01,20.0,69.71,1009.8
7/10/24 13:30,0.08,20.0,69.71,1009.8
7/10/24 13:40,0.09,20.0,69.71,1009.8
7/10/24 13:50,0.38,20.0,58.08,1010.7
7/10/24 14:00,0.12,21.0,58.08,1010.7
7/10/24 14:10,0.12,21.0,58.08,1010.7
7/10/24 14:20,0.14,21.0,58.08,1010.7
7/10/24 14:30,0.15,21.0,58.08,1010.7
7/10/24 14:40,0.12,22.0,58.08,1010.7
7/10/24 14:50,0.07,22.0,48.32,1010.9
7/10/24 15:00,0.07,23.0,48.32,1010.9
7/10/24 15:10,0.04,23.0,48.32,1010.9
7/10/24 15:20,0.01,23.0,48.32,1010.9
7/10/24 15:30,0.0,23.0,48.32,1010.9
7/10/24 15:40,0.0,23.0,48.32,1010.9
7/10/24 15:50,0.0,23.0,48.32,1011.3
7/10/24 16:00,0.0,25.0,48.32,1011.3
7/10/24 16:10,0.0,25.0,48.32,1011.3
7/10/24 16:20,0.0,25.0,48.32,1011.3
7/10/24 16:30,0.0,25.0,48.32,1011.3
7/10/24 16:40,0.0,25.0,48.32,1011.3
7/10/24 16:50,0.0,25.0,48.05,1011.7
7/10/24 17:00,0.0,26.0,48.05,1011.7
7/10/24 17:10,0.0,26.0,48.05,1011.7
7/10/24 17:20,0.0,26.0,48.05,1011.7
7/10/24 17:30,0.0,26.0,48.05,1011.7
7/10/24 17:40,0.0,26.0,48.05,1011.7
7/10/24 17:50,0.0,27.0,61.58,1012.0
7/10/24 18:00,0.0,27.0,61.58,1012.0
7/10/24 18:10,0.0,27.0,61.58,1012.0
7/10/24 18:20,0.0,27.0,61.58,1012.0
7/10/24 18:30,0.0,27.0,61.58,1012.0
7/10/24 18:40,0.0,27.0,61.58,1012.0
7/10/24 18:50,0.0,28.0,65.33,1012.0
7/10/24 19:00,0.0,28.0,65.33,1012.0
7/10/24 19:10,0.0,28.0,65.33,1012.0
7/10/24 19:20,0.0,28.0,65.33,1012.0
7/10/24 19:30,0.0,28.0,65.33,1012.0
7/10/24 19:40,0.0,28.0,65.33,1012.0
7/10/24 19:50,0.0,29.0,61.13,1012.0
7/10/24 20:00,0.0,29.0,61.13,1012.0
7/10/24 20:10,0.0,29.0,61.13,1012.0
7/10/24 20:20,0.0,29.0,61.13,1012.0
7/10/24 20:30,0.0,29.0,61.13,1012.0
7/10/24 20:40,0.0,29.0,61.13,1012.0
7/10/24 20:50,0.0,29.0,61.13,1011.8
7/10/24 21:00,0.0,29.0,78.19,1011.8
7/10/24 21:10,0.0,29.0,78.19,1011.8
7/10/24 21:20,0.0,29.0,78.19,1011.8
7/10/24 21:30,0.0,29.0,78.19,1011.8
7/10/24 21:40,0.0,29.0,78.19,1011.8
7/10/24 21:50,0.0,28.0,78.19,1012.3
7/10/24 22:00,0.0,28.0,94.06,1012.3
7/10/24 22:10,0.0,28.0,94.06,1012.3
7/10/24 22:20,0.0,28.0,94.06,1012.3
7/10/24 22:30,0.0,28.0,94.06,1012.3
7/10/24 22:40,0.0,28.0,94.06,1012.3
7/10/24 22:50,0.0,27.0,94.06,1012.9
7/10/24 23:00,0.0,27.0,100.0,1012.9
7/10/24 23:10,0.0,27.0,100.0,1012.9
7/10/24 23:20,0.0,27.0,100.0,1012.9
7/10/24 23:30,0.0,27.0,100.0,1012.9
7/10/24 23:40,0.0,27.0,100.0,1012.9
7/10/24 23:50,0.0,26.0,100.0,1013.6
7/11/24 0:00,0.0,26.0,100.0,1013.6
7/11/24 0:10,0.0,26.0,100.0,1013.6
7/11/24 0:20,0.0,26.0,100.0,1013.6
7/11/24 0:30,0.0,26.0,100.0,1013.6
7/11/24 0:40,0.0,26.0,100.0,1013.6
7/11/24 0:50,0.0,25.0,100.0,1014.2
7/11/24 1:00,0.0,25.0,100.0,1014.2
7/11/24 1:10,0.0,25.0,100.0,1014.2
7/11/24 1:20,0.0,24.0,100.0,1014.2
7/11/24 1:30,0.0,24.0,100.0,1014.2
7/11/24 1:40,0.0,23.0,100.0,1014.2
7/11/24 1:50,0.0,23.0,100.0,1014.5
7/11/24 2:00,0.0,23.0,100.0,1014.5
7/11/24 2:10,0.0,23.0,100.0,1014.5
7/11/24 2:20,0.0,23.0,100.0,1014.5
7/11/24 2:30,0.0,23.0,100.0,1014.5
7/11/24 2:40,0.0,23.0,100.0,1014.5
7/11/24 2:50,0.0,23.0,100.0,1014.9
7/11/24 3:00,0.0,22.0,100.0,1014.9
7/11/24 3:10,0.0,22.0,100.0,1014.9
7/11/24 3:20,0.0,21.0,100.0,1014.9
7/11/24 3:30,0.0,21.0,100.0,1014.9
7/11/24 3:40,0.0,21.0,100.0,1014.9
7/11/24 3:50,0.0,21.0,100.0,1015.1
7/11/24 4:00,0.0,21.0,100.0,1015.1
7/11/24 4:10,0.0,21.0,100.0,1015.1
7/11/24 4:20,0.0,21.0,100.0,1015.1
7/11/24 4:30,0.0,21.0,100.0,1015.1
7/11/24 4:40,0.0,20.0,100.0,1015.1
7/11/24 4:50,0.0,20.0,100.0,1015.4
7/11/24 5:00,0.0,20.0,100.0,1015.4
7/11/24 5:10,0.0,20.0,100.0,1015.4
7/11/24 5:20,0.0,20.0,100.0,1015.4
7/11/24 5:30,0.0,20.0,100.0,1015.4
7/11/24 5:40,0.0,20.0,100.0,1015.4
7/11/24 5:50,0.0,20.0,100.0,1015.4
7/11/24 6:00,0.0,20.0,100.0,1015.4
7/11/24 6:10,0.0,20.0,100.0,1015.4
7/11/24 6:20,0.0,21.0,100.0,1015.4
7/11/24 6:30,0.0,21.0,100.0,1015.4
7/11/24 6:40,0.0,21.0,100.0,1015.4
7/11/24 6:50,0.0,21.0,100.0,1015.4
7/11/24 7:00,0.0,21.0,100.0,1015.4
7/11/24 7:10,0.0,21.0,100.0,1015.4
7/11/24 7:20,0.0,21.0,100.0,1015.4
7/11/24 7:30,0.0,21.0,100.0,1015.4
7/11/24 7:40,0.0,21.0,100.0,1015.4
7/11/24 7:50,0.0,21.0,100.0,1015.6
7/11/24 8:00,0.0,21.0,100.0,1015.6
7/11/24 8:10,0.0,21.0,100.0,1015.6
7/11/24 8:20,0.0,20.0,100.0,1015.6
7/11/24 8:30,0.0,20.0,100.0,1015.6
7/11/24 8:40,0.0,20.0,100.0,1015.6
7/11/24 8:50,0.0,20.0,100.0,1015.7
7/11/24 9:00,0.0,20.0,100.0,1015.7
7/11/24 9:10,0.0,20.0,100.0,1015.7
7/11/24 9:20,0.0,20.0,100.0,1015.7
7/11/24 9:30,0.0,20.0,100.0,1015.7
7/11/24 9:40,0.0,20.0,100.0,1015.7
7/11/24 9:50,0.0,20.0,100.0,1015.9
7/11/24 10:00,0.0,21.0,100.0,1015.9
7/11/24 10:10,0.0,21.0,100.0,1015.9
7/11/24 10:20,0.0,20.0,100.0,1015.9
7/11/24 10:30,0.0,20.0,100.0,1015.9
7/11/24 10:40,0.0,20.0,100.0,1015.9
7/11/24 10:50,0.0,20.0,100.0,1016.4
7/11/24 11:00,0.0,20.0,100.0,1016.4
7/11/24 11:10,0.0,20.0,100.0,1016.4
7/11/24 11:20,0.0,20.0,100.0,1016.4
7/11/24 11:30,0.0,20.0,100.0,1016.4
7/11/24 11:40,0.0,20.0,100.0,1016.4
7/11/24 11:50,0.01,20.0,100.0,1016.9
7/11/24 12:00,0.02,21.0,88.59,1016.9
7/11/24 12:10,0.0,21.0,88.59,1016.9
7/11/24 12:20,0.0,21.0,88.59,1016.9
7/11/24 12:30,0.0,21.0,88.59,1016.9
7/11/24 12:40,0.0,21.0,88.59,1016.9
7/11/24 12:50,0.0,21.0,88.59,1017.9
7/11/24 13:00,0.0,21.0,73.95,1017.9
7/11/24 13:10,0.0,21.0,73.95,1017.9
7/11/24 13:20,0.0,21.0,73.95,1017.9
7/11/24 13:30,0.0,21.0,73.95,1017.9
7/11/24 13:40,0.0,21.0,73.95,1017.9
7/11/24 13:50,0.01,21.0,69.71,1018.4
7/11/24 14:00,0.01,21.0,69.71,1018.4
7/11/24 14:10,0.08,21.0,69.71,1018.4
7/11/24 14:20,0.04,21.0,69.71,1018.4
7/11/24 14:30,0.25,21.0,69.71,1018.4
7/11/24 14:40,0.19,21.0,69.71,1018.4
7/11/24 14:50,0.11,21.0,65.54,1018.5
7/11/24 15:00,0.03,21.0,65.54,1018.5
7/11/24 15:10,0.0,21.0,65.54,1018.5
7/11/24 15:20,0.03,21.0,65.54,1018.5
7/11/24 15:30,0.11,21.0,65.54,1018.5
7/11/24 15:40,0.1,21.0,65.54,1018.5
7/11/24 15:50,0.05,21.0,61.58,1018.4
7/11/24 16:00,0.04,23.0,61.58,1018.4
7/11/24 16:10,0.05,23.0,61.58,1018.4
7/11/24 16:20,0.04,23.0,61.58,1018.4
7/11/24 16:30,0.06,23.0,61.58,1018.4
7/11/24 16:40,0.03,23.0,61.58,1018.4
7/11/24 16:50,0.04,23.0,58.08,1018.3
7/11/24 17:00,0.0,24.0,58.08,1018.3
7/11/24 17:10,0.0,24.0,58.08,1018.3
7/11/24 17:20,0.06,24.0,58.08,1018.3
7/11/24 17:30,0.0,24.0,58.08,1018.3
7/11/24 17:40,0.0,24.0,58.08,1018.3
7/11/24 17:50,0.0,24.0,61.58,1018.0
7/11/24 18:00,0.0,26.0,61.58,1018.0
7/11/24 18:10,0.0,26.0,61.58,1018.0
7/11/24 18:20,0.0,26.0,61.58,1018.0
7/11/24 18:30,0.0,26.0,61.58,1018.0
7/11/24 18:40,0.0,26.0,61.58,1018.0
7/11/24 18:50,0.0,27.0,65.33,1018.0
7/11/24 19:00,0.03,27.0,65.33,1018.0
7/11/24 19:10,0.02,27.0,65.33,1018.0
7/11/24 19:20,0.0,27.0,65.33,1018.0
7/11/24 19:30,0.0,27.0,65.33,1018.0
7/11/24 19:40,0.0,27.0,65.33,1018.0
7/11/24 19:50,0.0,27.0,64.91,1017.7
7/11/24 20:00,0.0,27.0,64.91,1017.7
7/11/24 20:10,0.0,27.0,64.91,1017.7
7/11/24 20:20,0.0,27.0,64.91,1017.7
7/11/24 20:30,0.0,27.0,64.91,1017.7
7/11/24 20:40,0.0,27.0,64.91,1017.7
7/11/24 20:50,0.0,27.0,64.91,1017.6
7/11/24 21:00,0.0,27.0,82.98,1017.6
7/11/24 21:10,0.0,27.0,82.98,1017.6
7/11/24 21:20,0.0,27.0,82.98,1017.6
7/11/24 21:30,0.0,27.0,82.98,1017.6
7/11/24 21:40,0.0,27.0,82.98,1017.6
7/11/24 21:50,0.0,28.0,82.98,1017.3
7/11/24 22:00,0.0,28.0,93.97,1017.3
7/11/24 22:10,0.0,28.0,93.97,1017.3
7/11/24 22:20,0.0,28.0,93.97,1017.3
7/11/24 22:30,0.0,28.0,93.97,1017.3
7/11/24 22:40,0.0,28.0,100.0,1017.3
7/11/24 22:50,0.0,27.0,100.0,1017.4
7/11/24 23:00,0.0,27.0,100.0,1017.4
7/11/24 23:10,0.0,27.0,100.0,1017.4
7/11/24 23:20,0.0,27.0,100.0,1017.4
7/11/24 23:30,0.0,27.0,100.0,1017.4
7/11/24 23:40,0.0,27.0,100.0,1017.4
7/11/24 23:50,0.0,26.0,100.0,1017.4
7/12/24 0:00,0.0,26.0,100.0,1017.4
7/12/24 0:10,0.0,26.0,100.0,1017.4
7/12/24 0:20,0.0,26.0,100.0,1017.4
7/12/24 0:30,0.0,26.0,100.0,1017.4
7/12/24 0:40,0.0,26.0,100.0,1017.4
7/12/24 0:50,0.0,24.0,100.0,1017.7
7/12/24 1:00,0.0,24.0,100.0,1017.7
7/12/24 1:10,0.0,24.0,100.0,1017.7
7/12/24 1:20,0.0,23.0,100.0,1017.7
7/12/24 1:30,0.0,23.0,100.0,1017.7
7/12/24 1:40,0.0,22.0,100.0,1017.7
7/12/24 1:50,0.0,22.0,100.0,1018.2
7/12/24 2:00,0.0,21.0,100.0,1018.2
7/12/24 2:10,0.0,21.0,100.0,1018.2
7/12/24 2:20,0.0,21.0,100.0,1018.2
7/12/24 2:30,0.0,21.0,100.0,1018.2
7/12/24 2:40,0.0,21.0,100.0,1018.2
7/12/24 2:50,0.0,21.0,100.0,1018.4
7/12/24 3:00,0.0,20.0,100.0,1018.4
7/12/24 3:10,0.0,20.0,100.0,1018.4
7/12/24 3:20,0.0,20.0,100.0,1018.4
7/12/24 3:30,0.0,20.0,100.0,1018.4
7/12/24 3:40,0.0,20.0,100.0,1018.4
7/12/24 3:50,0.0,20.0,100.0,1018.6
7/12/24 4:00,0.0,20.0,100.0,1018.6
7/12/24 4:10,0.0,20.0,100.0,1018.6
7/12/24 4:20,0.0,20.0,100.0,1018.6
7/12/24 4:30,0.0,20.0,100.0,1018.6
7/12/24 4:40,0.0,20.0,100.0,1018.6
7/12/24 4:50,0.0,20.0,100.0,1018.8
7/12/24 5:00,0.0,19.0,100.0,1018.8
7/12/24 5:10,0.0,19.0,100.0,1018.8
7/12/24 5:20,0.0,19.0,100.0,1018.8
7/12/24 5:30,0.0,19.0,100.0,1018.8
7/12/24 5:40,0.0,19.0,100.0,1018.8
7/12/24 5:50,0.0,19.0,100.0,1018.7
7/12/24 6:00,0.0,19.0,100.0,1018.7
7/12/24 6:10,0.0,19.0,100.0,1018.7
7/12/24 6:20,0.0,19.0,100.0,1018.7
7/12/24 6:30,0.0,19.0,100.0,1018.7
7/12/24 6:40,0.0,19.0,100.0,1018.7
7/12/24 6:50,0.0,19.0,100.0,1018.2
7/12/24 7:00,0.0,19.0,100.0,1018.2
7/12/24 7:10,0.0,19.0,100.0,1018.2
7/12/24 7:20,0.0,19.0,100.0,1018.2
7/12/24 7:30,0.0,19.0,100.0,1018.2
7/12/24 7:40,0.0,19.0,100.0,1018.2
7/12/24 7:50,0.0,19.0,100.0,1017.8
7/12/24 8:00,0.0,18.0,100.0,1017.8
7/12/24 8:10,0.02,18.0,100.0,1017.8
7/12/24 8:20,0.01,18.0,100.0,1017.8
7/12/24 8:30,0.0,18.0,100.0,1017.8
7/12/24 8:40,0.0,19.0,100.0,1017.8
7/12/24 8:50,0.0,19.0,83.32,1017.9
7/12/24 9:00,0.0,19.0,83.32,1017.9
7/12/24 9:10,0.0,19.0,83.32,1017.9
7/12/24 9:20,0.0,18.0,83.32,1017.9
7/12/24 9:30,0.0,18.0,83.32,1017.9
7/12/24 9:40,0.0,18.0,83.32,1017.9
7/12/24 9:50,0.0,18.0,83.44,1018.3
7/12/24 10:00,0.0,18.0,83.44,1018.3
7/12/24 10:10,0.0,18.0,83.44,1018.3
7/12/24 10:20,0.0,18.0,83.44,1018.3
7/12/24 10:30,0.0,18.0,83.44,1018.3
7/12/24 10:40,0.0,18.0,83.44,1018.3
7/12/24 10:50,0.0,18.0,74.11,1018.8
7/12/24 11:00,0.0,18.0,74.11,1018.8
7/12/24 11:10,0.0,18.0,74.11,1018.8
7/12/24 11:20,0.0,18.0,74.11,1018.8
7/12/24 11:30,0.0,18.0,74.11,1018.8
7/12/24 11:40,0.0,18.0,74.11,1018.8
7/12/24 11:50,0.0,19.0,58.08,1019.0
7/12/24 12:00,0.0,19.0,58.08,1019.0
7/12/24 12:10,0.0,19.0,58.08,1019.0
7/12/24 12:20,0.0,19.0,58.08,1019.0
7/12/24 12:30,0.0,19.0,58.08,1019.0
7/12/24 12:40,0.0,19.0,58.08,1019.0
7/12/24 12:50,0.0,19.0,58.08,1019.6
7/12/24 13:00,0.0,21.0,58.08,1019.6
7/12/24 13:10,0.0,21.0,58.08,1019.6
7/12/24 13:20,0.0,21.0,58.08,1019.6
7/12/24 13:30,0.0,21.0,58.08,1019.6
7/12/24 13:40,0.0,21.0,58.08,1019.6
7/12/24 13:50,0.0,24.0,54.8,1019.9
7/12/24 14:00,0.0,24.0,54.8,1019.9
7/12/24 14:10,0.0,24.0,54.8,1019.9
7/12/24 14:20,0.0,24.0,54.8,1019.9
7/12/24 14:30,0.0,24.0,54.8,1019.9
7/12/24 14:40,0.0,24.0,54.8,1019.9
7/12/24 14:50,0.0,25.0,48.58,1019.8
7/12/24 15:00,0.0,25.0,48.58,1019.8
7/12/24 15:10,0.0,25.0,48.58,1019.8
7/12/24 15:20,0.0,25.0,48.58,1019.8
7/12/24 15:30,0.0,25.0,48.58,1019.8
7/12/24 15:40,0.0,25.0,48.58,1019.8
7/12/24 15:50,0.0,27.0,54.8,1019.9
7/12/24 16:00,0.0,27.0,54.8,1019.9
7/12/24 16:10,0.0,27.0,54.8,1019.9
7/12/24 16:20,0.0,27.0,54.8,1019.9
7/12/24 16:30,0.0,27.0,54.8,1019.9
7/12/24 16:40,0.0,27.0,54.8,1019.9
7/12/24 16:50,0.0,28.0,48.58,1019.9
7/12/24 17:00,0.0,28.0,48.58,1019.9
7/12/24 17:10,0.0,28.0,48.58,1019.9
7/12/24 17:20,0.0,28.0,48.58,1019.9
7/12/24 17:30,0.0,28.0,48.58,1019.9
7/12/24 17:40,0.0,28.0,48.58,1019.9
7/12/24 17:50,0.0,28.0,51.47,1019.6
7/12/24 18:00,0.0,28.0,51.47,1019.6
7/12/24 18:10,0.0,28.0,51.47,1019.6
7/12/24 18:20,0.0,28.0,51.47,1019.6
7/12/24 18:30,0.0,28.0,51.47,1019.6
7/12/24 18:40,0.0,28.0,51.47,1019.6
7/12/24 18:50,0.0,29.0,65.74,1019.2
7/12/24 19:00,0.0,29.0,65.74,1019.2
7/12/24 19:10,0.0,29.0,65.74,1019.2
7/12/24 19:20,0.0,29.0,65.74,1019.2
7/12/24 19:30,0.0,29.0,65.74,1019.2
7/12/24 19:40,0.0,29.0,65.74,1019.2
7/12/24 19:50,0.0,30.0,73.95,1018.9
7/12/24 20:00,0.0,30.0,73.95,1018.9
7/12/24 20:10,0.0,30.0,73.95,1018.9
7/12/24 20:20,0.0,30.0,73.95,1018.9
7/12/24 20:30,0.0,30.0,73.95,1018.9
7/12/24 20:40,0.0,30.0,73.95,1018.9
7/12/24 20:50,0.0,29.0,73.95,1018.8
7/12/24 21:00,0.0,29.0,78.34,1018.8
7/12/24 21:10,0.0,29.0,78.34,1018.8
7/12/24 21:20,0.0,29.0,78.34,1018.8
7/12/24 21:30,0.0,29.0,78.34,1018.8
7/12/24 21:40,0.0,29.0,78.34,1018.8
7/12/24 21:50,0.0,30.0,78.34,1018.5
7/12/24 22:00,0.0,30.0,78.34,1018.5
7/12/24 22:10,0.0,30.0,78.34,1018.5
7/12/24 22:20,0.0,30.0,78.34,1018.5
7/12/24 22:30,0.0,30.0,78.34,1018.5
7/12/24 22:40,0.0,30.0,78.34,1018.5
7/12/24 22:50,0.0,29.0,78.34,1018.4
7/12/24 23:00,0.0,29.0,88.51,1018.4
7/12/24 23:10,0.0,29.0,88.51,1018.4
7/12/24 23:20,0.0,29.0,88.51,1018.4
7/12/24 23:30,0.0,29.0,88.51,1018.4
7/12/24 23:40,0.0,29.0,88.51,1018.4
7/12/24 23:50,0.0,28.0,88.51,1018.6
7/13/24 0:00,0.0,28.0,94.06,1018.6
7/13/24 0:10,0.0,28.0,94.06,1018.6
7/13/24 0:20,0.0,28.0,94.06,1018.6
7/13/24 0:30,0.0,28.0,94.06,1018.6
7/13/24 0:40,0.0,28.0,94.06,1018.6
7/13/24 0:50,0.0,26.0,94.06,1018.9
7/13/24 1:00,0.0,26.0,100.0,1018.9
7/13/24 1:10,0.0,26.0,100.0,1018.9
7/13/24 1:20,0.0,26.0,100.0,1018.9
7/13/24 1:30,0.0,26.0,100.0,1018.9
7/13/24 1:40,0.0,25.0,100.0,1018.9
7/13/24 1:50,0.0,25.0,100.0,1019.2
7/13/24 2:00,0.0,24.0,100.0,1019.2
7/13/24 2:10,0.0,24.0,100.0,1019.2
7/13/24 2:20,0.0,24.0,100.0,1019.2
7/13/24 2:30,0.0,24.0,100.0,1019.2
7/13/24 2:40,0.0,24.0,100.0,1019.2
7/13/24 2:50,0.0,24.0,100.0,1019.6
7/13/24 3:00,0.0,24.0,100.0,1019.6
7/13/24 3:10,0.0,24.0,100.0,1019.6
7/13/24 3:20,0.0,24.0,100.0,1019.6
7/13/24 3:30,0.0,24.0,100.0,1019.6
7/13/24 3:40,0.0,24.0,100.0,1019.6
