DATE,DO,Air temp C,Relative Humidity (%),Atmospheric Pressure (mb),hour,AT_TLAG_1hr,AT_TLAG_3hr,AT_TLAG_6hrs,DO_delta_1h,DO_1h,DO_delta_3h,DO_3h,DO_delta_6h,DO_6h,DO_delta_12h,DO_12h,DO_delta_24h,DO_24h
2024-07-11 14:00:00,0.01,21.0,69.71,1018.4,14.0,21.0,23.0,23.0,0.02,0.03,0.05,0.06,0.01,0.02,0.01,0.02,0.43,0.44
2024-07-11 14:10:00,0.08,21.0,69.71,1018.4,14.0,21.0,23.0,23.0,-0.05,0.03,-0.02,0.06,-0.06,0.02,-0.06,0.02,0.36,0.44
2024-07-11 14:20:00,0.04,21.0,69.71,1018.4,14.0,21.0,23.0,23.0,-0.01,0.03,0.02,0.06,-0.02,0.02,-0.02,0.02,0.4,0.44
2024-07-11 14:30:00,0.25,21.0,69.71,1018.4,14.0,21.0,23.0,23.0,-0.14,0.11,-0.22,0.03,-0.23,0.02,-0.23,0.02,0.19,0.44
2024-07-11 14:40:00,0.19,21.0,69.71,1018.4,14.0,21.0,23.0,23.0,-0.09,0.1,-0.16,0.03,-0.17,0.02,-0.17,0.02,0.25,0.44
2024-07-11 14:50:00,0.11,21.0,65.54,1018.5,14.0,21.0,20.0,23.0,-0.06,0.05,-0.08,0.03,-0.09,0.02,-0.09,0.02,0.33,0.44
2024-07-11 15:00:00,0.03,21.0,65.54,1018.5,15.0,21.0,21.0,23.0,0.01,0.04,0.0,0.03,-0.01,0.02,-0.01,0.02,0.41,0.44
2024-07-11 15:20:00,0.03,21.0,65.54,1018.5,15.0,21.0,21.0,23.0,0.01,0.04,0.0,0.03,-0.01,0.02,-0.01,0.02,0.41,0.44
2024-07-11 15:30:00,0.11,21.0,65.54,1018.5,15.0,21.0,21.0,23.0,-0.05,0.06,-0.08,0.03,-0.09,0.02,-0.09,0.02,0.33,0.44
2024-07-11 15:40:00,0.1,21.0,65.54,1018.5,15.0,21.0,21.0,23.0,-0.07,0.03,-0.07,0.03,-0.08,0.02,-0.08,0.02,0.34,0.44
2024-07-11 15:50:00,0.05,21.0,61.58,1018.4,15.0,21.0,21.0,23.0,-0.01,0.04,-0.02,0.03,-0.03,0.02,-0.03,0.02,0.39,0.44
2024-07-11 16:00:00,0.04,23.0,61.58,1018.4,16.0,21.0,21.0,23.0,0.02,0.06,-0.01,0.03,-0.02,0.02,-0.02,0.02,0.4,0.44
2024-07-11 16:10:00,0.05,23.0,61.58,1018.4,16.0,21.0,21.0,23.0,0.01,0.06,-0.03,0.02,-0.03,0.02,-0.03,0.02,0.39,0.44
2024-07-11 16:20:00,0.04,23.0,61.58,1018.4,16.0,21.0,21.0,23.0,0.02,0.06,-0.02,0.02,-0.02,0.02,-0.02,0.02,0.4,0.44
2024-07-11 16:30:00,0.06,23.0,61.58,1018.4,16.0,21.0,21.0,23.0,-0.03,0.03,-0.04,0.02,-0.04,0.02,-0.04,0.02,0.38,0.44
2024-07-11 16:40:00,0.03,23.0,61.58,1018.4,16.0,21.0,21.0,23.0,0.0,0.03,-0.01,0.02,-0.01,0.02,-0.01,0.02,0.41,0.44
2024-07-11 16:50:00,0.04,23.0,58.08,1018.3,16.0,21.0,21.0,23.0,-0.01,0.03,-0.02,0.02,-0.02,0.02,-0.02,0.02,0.4,0.44
2024-07-11 17:20:00,0.06,24.0,58.08,1018.3,17.0,23.0,21.0,23.0,-0.03,0.03,-0.04,0.02,-0.04,0.02,-0.04,0.02,0.38,0.44
2024-07-11 19:00:00,0.03,27.0,65.33,1018.0,19.0,24.0,23.0,21.0,-0.01,0.02,-0.01,0.02,-0.01,0.02,-0.01,0.02,0.41,0.44
2024-07-11 19:10:00,0.02,27.0,65.33,1018.0,19.0,24.0,23.0,21.0,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.42,0.44
2024-07-12 08:10:00,0.02,18.0,100.0,1017.8,8.0,27.0,27.0,27.0,0.42,0.44,0.42,0.44,0.42,0.44,0.42,0.44,0.42,0.44
2024-07-12 08:20:00,0.01,18.0,100.0,1017.8,8.0,27.0,27.0,27.0,0.43,0.44,0.43,0.44,0.43,0.44,0.43,0.44,0.43,0.44
2024-07-14 03:20:00,0.44,23.0,100.0,1016.5,3.0,18.0,18.0,18.0,1.49,1.93,0.36,0.8,0.29,0.73,-0.32,0.12,0.66,1.1
2024-07-14 03:30:00,1.91,23.0,100.0,1016.5,3.0,18.0,18.0,18.0,-0.03,1.88,-0.43,1.48,-1.04,0.87,-1.79,0.12,-1.1,0.81
2024-07-14 03:40:00,1.66,24.0,100.0,1016.5,3.0,18.0,18.0,18.0,0.28,1.94,-0.18,1.48,-0.8,0.86,-1.54,0.12,-0.95,0.71
2024-07-14 03:50:00,2.13,24.0,100.0,1018.3,3.0,18.0,18.0,18.0,-0.18,1.95,-0.8,1.33,-1.34,0.79,-2.06,0.07,-1.57,0.56
2024-07-14 04:00:00,2.22,24.0,100.0,1018.3,4.0,18.0,18.0,18.0,-0.49,1.73,-0.87,1.35,-1.54,0.68,-2.16,0.06,-1.52,0.7
2024-07-14 04:10:00,2.01,24.0,100.0,1018.3,4.0,18.0,18.0,18.0,-0.61,1.4,-0.85,1.16,-1.32,0.69,-1.95,0.06,-1.37,0.64
2024-07-14 04:20:00,1.93,25.0,100.0,1018.3,4.0,23.0,18.0,18.0,-0.62,1.31,-0.81,1.12,-1.12,0.81,-1.87,0.06,-1.19,0.74
2024-07-14 04:30:00,1.88,25.0,100.0,1018.3,4.0,23.0,18.0,18.0,-0.85,1.03,-0.87,1.01,-1.02,0.86,-1.82,0.06,-1.16,0.72
2024-07-14 04:40:00,1.94,25.0,100.0,1018.3,4.0,24.0,18.0,18.0,-0.73,1.21,-0.91,1.03,-1.2,0.74,-1.78,0.16,-1.22,0.72
2024-07-14 04:50:00,1.95,25.0,100.0,1018.8,4.0,24.0,18.0,18.0,-1.03,0.92,-0.93,1.02,-1.24,0.71,-1.79,0.16,-1.24,0.71
2024-07-14 05:00:00,1.73,25.0,100.0,1018.8,5.0,24.0,18.0,18.0,-0.24,1.49,-0.74,0.99,-0.87,0.86,-1.57,0.16,-0.81,0.92
2024-07-14 05:10:00,1.4,25.0,100.0,1018.8,5.0,24.0,18.0,18.0,0.06,1.46,-0.52,0.88,-0.82,0.58,-1.24,0.16,-0.56,0.84
2024-07-14 05:20:00,1.31,23.0,100.0,1018.8,5.0,25.0,18.0,18.0,-0.51,0.8,-0.45,0.86,-0.77,0.54,-1.15,0.16,-0.46,0.85
2024-07-14 05:30:00,1.03,23.0,100.0,1018.8,5.0,25.0,18.0,18.0,0.45,1.48,-0.2,0.83,-0.51,0.52,-0.87,0.16,-0.12,0.91
2024-07-14 05:40:00,1.21,22.0,100.0,1018.8,5.0,25.0,18.0,18.0,0.27,1.48,-0.29,0.92,-0.66,0.55,-1.05,0.16,-0.3,0.91
2024-07-14 05:50:00,0.92,22.0,100.0,1018.1,5.0,25.0,18.0,18.0,0.41,1.33,-0.11,0.81,-0.3,0.62,-0.86,0.06,0.07,0.99
2024-07-14 06:00:00,1.49,21.0,100.0,1018.1,6.0,25.0,18.0,18.0,-0.14,1.35,-0.79,0.7,-1.09,0.4,-1.42,0.07,-0.42,1.07
2024-07-14 06:10:00,1.46,21.0,100.0,1018.1,6.0,25.0,18.0,18.0,-0.3,1.16,-0.74,0.72,-0.85,0.61,-1.39,0.07,-0.72,0.74
2024-07-14 06:20:00,0.8,21.0,100.0,1018.1,6.0,23.0,23.0,18.0,0.32,1.12,-0.07,0.73,-0.02,0.78,-0.79,0.01,-0.22,0.58
2024-07-14 06:30:00,1.48,21.0,100.0,1018.1,6.0,23.0,23.0,18.0,-0.47,1.01,-0.61,0.87,-0.88,0.6,-1.47,0.01,-0.82,0.66
2024-07-14 06:40:00,1.48,20.0,100.0,1018.1,6.0,22.0,24.0,18.0,-0.45,1.03,-0.62,0.86,-0.67,0.81,-1.47,0.01,-0.62,0.86
2024-07-14 06:50:00,1.33,20.0,100.0,1018.2,6.0,22.0,24.0,18.0,-0.31,1.02,-0.54,0.79,-0.78,0.55,-0.98,0.35,-0.51,0.82
2024-07-14 07:00:00,1.35,20.0,100.0,1018.2,7.0,21.0,24.0,18.0,-0.36,0.99,-0.67,0.68,-0.94,0.41,-1.0,0.35,-0.59,0.76
2024-07-14 07:10:00,1.16,20.0,100.0,1018.2,7.0,21.0,24.0,18.0,-0.28,0.88,-0.47,0.69,-0.86,0.3,-0.81,0.35,-0.67,0.49
2024-07-14 07:20:00,1.12,21.0,100.0,1018.2,7.0,21.0,25.0,18.0,-0.26,0.86,-0.31,0.81,-0.76,0.36,-0.77,0.35,-0.59,0.53
2024-07-14 07:30:00,1.01,21.0,100.0,1018.2,7.0,21.0,25.0,18.0,-0.18,0.83,-0.15,0.86,-0.39,0.62,-0.66,0.35,-0.48,0.53
2024-07-14 07:40:00,1.03,20.0,100.0,1018.2,7.0,20.0,25.0,18.0,-0.11,0.92,-0.29,0.74,-0.68,0.35,-0.68,0.35,-0.57,0.46
2024-07-14 07:50:00,1.02,20.0,94.1,1015.6,7.0,20.0,25.0,18.0,-0.21,0.81,-0.31,0.71,-0.7,0.32,-0.67,0.35,-0.68,0.34
2024-07-14 08:00:00,0.99,20.0,94.1,1015.6,8.0,20.0,25.0,18.0,-0.29,0.7,-0.13,0.86,-0.75,0.24,-0.64,0.35,-0.6,0.39
2024-07-14 08:10:00,0.88,20.0,94.1,1015.6,8.0,20.0,25.0,18.0,-0.16,0.72,-0.3,0.58,-0.69,0.19,-0.53,0.35,-0.07,0.81
2024-07-14 08:20:00,0.86,20.0,94.1,1015.6,8.0,21.0,23.0,18.0,-0.13,0.73,-0.32,0.54,-0.73,0.13,-0.51,0.35,-0.01,0.85
2024-07-14 08:30:00,0.83,20.0,94.1,1015.6,8.0,21.0,23.0,18.0,0.04,0.87,-0.31,0.52,-0.82,0.01,-0.48,0.35,0.04,0.87
2024-07-14 08:40:00,0.92,20.0,94.1,1015.6,8.0,20.0,22.0,18.0,-0.06,0.86,-0.37,0.55,-0.84,0.08,-0.57,0.35,0.1,1.02
2024-07-14 08:50:00,0.81,20.0,88.51,1013.2,8.0,20.0,22.0,18.0,-0.02,0.79,-0.19,0.62,-0.71,0.1,-0.46,0.35,0.33,1.14
2024-07-14 09:00:00,0.7,20.0,88.51,1013.2,9.0,20.0,21.0,18.0,-0.02,0.68,-0.3,0.4,-0.67,0.03,-0.35,0.35,0.26,0.96
2024-07-14 09:10:00,0.72,20.0,88.51,1013.2,9.0,20.0,21.0,18.0,-0.03,0.69,-0.11,0.61,-0.61,0.11,-0.37,0.35,-0.03,0.69
2024-07-14 09:20:00,0.73,20.0,88.51,1013.2,9.0,20.0,21.0,23.0,0.08,0.81,0.05,0.78,-0.61,0.12,-0.38,0.35,-0.18,0.55
2024-07-14 09:30:00,0.87,20.0,88.51,1013.2,9.0,20.0,21.0,23.0,-0.01,0.86,-0.27,0.6,-0.75,0.12,-0.52,0.35,-0.38,0.49
2024-07-14 09:40:00,0.86,20.0,88.51,1013.2,9.0,20.0,20.0,24.0,-0.12,0.74,-0.05,0.81,-0.74,0.12,-0.51,0.35,-0.38,0.48
2024-07-14 09:50:00,0.79,20.0,88.51,1014.6,9.0,20.0,20.0,24.0,-0.08,0.71,-0.24,0.55,-0.72,0.07,-0.44,0.35,-0.3,0.49
2024-07-14 10:00:00,0.68,20.0,100.0,1014.6,10.0,20.0,20.0,24.0,0.18,0.86,-0.27,0.41,-0.62,0.06,-0.33,0.35,-0.19,0.49
2024-07-14 10:10:00,0.69,20.0,100.0,1014.6,10.0,20.0,20.0,24.0,-0.11,0.58,-0.39,0.3,-0.63,0.06,-0.34,0.35,-0.17,0.52
2024-07-14 10:20:00,0.81,20.0,100.0,1014.6,10.0,20.0,21.0,25.0,-0.27,0.54,-0.45,0.36,-0.75,0.06,3.82,4.63,-0.38,0.43
2024-07-14 10:30:00,0.86,20.0,100.0,1014.6,10.0,20.0,21.0,25.0,-0.34,0.52,-0.24,0.62,-0.8,0.06,3.77,4.63,-0.5,0.36
2024-07-14 10:40:00,0.74,20.0,100.0,1014.6,10.0,20.0,20.0,25.0,-0.19,0.55,-0.39,0.35,-0.58,0.16,3.0,3.74,-0.47,0.27
2024-07-14 10:50:00,0.71,21.0,100.0,1015.5,10.0,20.0,20.0,25.0,-0.09,0.62,-0.39,0.32,-0.55,0.16,2.73,3.44,-0.3,0.41
2024-07-14 11:00:00,0.86,21.0,100.0,1015.5,11.0,20.0,20.0,25.0,-0.46,0.4,-0.62,0.24,-0.7,0.16,2.07,2.93,-0.44,0.42
2024-07-14 11:10:00,0.58,21.0,100.0,1015.5,11.0,20.0,20.0,25.0,0.03,0.61,-0.39,0.19,-0.42,0.16,1.65,2.23,-0.14,0.44
2024-07-14 11:20:00,0.54,21.0,100.0,1015.5,11.0,20.0,20.0,23.0,0.24,0.78,-0.41,0.13,-0.38,0.16,1.97,2.51,-0.01,0.53
2024-07-14 11:30:00,0.52,21.0,100.0,1015.5,11.0,20.0,20.0,23.0,0.08,0.6,-0.51,0.01,-0.36,0.16,1.78,2.3,-0.05,0.47
2024-07-14 11:40:00,0.55,21.0,100.0,1015.5,11.0,20.0,20.0,22.0,0.26,0.81,-0.47,0.08,-0.39,0.16,1.48,2.03,-0.24,0.31
2024-07-14 11:50:00,0.62,22.0,94.14,1015.4,11.0,21.0,20.0,22.0,-0.07,0.55,-0.52,0.1,-0.56,0.06,1.6,2.22,-0.37,0.25
2024-07-14 12:00:00,0.4,22.0,94.14,1015.4,12.0,21.0,20.0,21.0,0.01,0.41,-0.37,0.03,-0.33,0.07,1.64,2.04,-0.26,0.14
2024-07-14 12:10:00,0.61,22.0,94.14,1015.4,12.0,21.0,20.0,21.0,-0.31,0.3,-0.5,0.11,-0.54,0.07,1.0,1.61,-0.49,0.12
2024-07-14 12:20:00,0.78,22.0,94.14,1015.4,12.0,21.0,20.0,21.0,-0.42,0.36,-0.66,0.12,-0.77,0.01,0.33,1.11,-0.64,0.14
2024-07-14 12:30:00,0.6,22.0,94.14,1015.4,12.0,21.0,20.0,21.0,0.02,0.62,-0.48,0.12,-0.59,0.01,1.59,2.19,-0.5,0.1
2024-07-14 12:40:00,0.81,22.0,94.14,1015.4,12.0,21.0,20.0,20.0,-0.46,0.35,-0.69,0.12,-0.8,0.01,1.68,2.49,-0.65,0.16
2024-07-14 12:50:00,0.55,23.0,62.25,1015.5,12.0,22.0,20.0,20.0,-0.23,0.32,-0.48,0.07,-0.2,0.35,1.57,2.12,-0.33,0.22
2024-07-14 13:00:00,0.41,23.0,62.25,1015.5,13.0,22.0,20.0,20.0,-0.17,0.24,-0.35,0.06,-0.06,0.35,1.61,2.02,-0.3,0.11
2024-07-14 13:10:00,0.3,23.0,62.25,1015.5,13.0,22.0,20.0,20.0,-0.11,0.19,-0.24,0.06,0.05,0.35,1.79,2.09,-0.26,0.04
2024-07-14 13:20:00,0.36,23.0,62.25,1015.5,13.0,22.0,20.0,21.0,-0.23,0.13,-0.3,0.06,-0.01,0.35,1.76,2.12,-0.25,0.11
2024-07-14 13:30:00,0.62,23.0,62.25,1015.5,13.0,22.0,20.0,21.0,-0.61,0.01,-0.56,0.06,-0.27,0.35,1.22,1.84,-0.46,0.16
2024-07-14 13:40:00,0.35,23.0,62.25,1015.5,13.0,22.0,20.0,20.0,-0.27,0.08,-0.19,0.16,0.0,0.35,1.43,1.78,-0.19,0.16
2024-07-14 13:50:00,0.32,23.0,70.08,1017.0,13.0,23.0,21.0,20.0,-0.22,0.1,-0.16,0.16,0.03,0.35,1.06,1.38,-0.15,0.17
2024-07-14 14:00:00,0.24,23.0,70.08,1017.0,14.0,23.0,21.0,20.0,-0.21,0.03,-0.08,0.16,0.11,0.35,0.94,1.18,-0.13,0.11
2024-07-14 14:10:00,0.19,22.0,70.08,1017.0,14.0,23.0,21.0,20.0,-0.08,0.11,-0.03,0.16,0.16,0.35,1.16,1.35,-0.12,0.07
2024-07-14 14:20:00,0.13,22.0,70.08,1017.0,14.0,23.0,21.0,20.0,-0.01,0.12,0.03,0.16,0.22,0.35,0.99,1.12,-0.11,0.02
2024-07-14 14:30:00,0.01,22.0,70.08,1017.0,14.0,23.0,21.0,20.0,0.11,0.12,0.15,0.16,0.34,0.35,0.88,0.89,0.03,0.04
2024-07-14 14:40:00,0.08,22.0,70.08,1017.0,14.0,23.0,21.0,20.0,0.04,0.12,0.08,0.16,0.27,0.35,1.12,1.2,-0.05,0.03
2024-07-14 14:50:00,0.1,22.0,78.9,1013.3,14.0,23.0,22.0,20.0,-0.03,0.07,-0.04,0.06,0.25,0.35,0.93,1.03,-0.09,0.01
2024-07-14 15:00:00,0.03,22.0,78.9,1013.3,15.0,23.0,22.0,20.0,0.03,0.06,0.04,0.07,0.32,0.35,1.06,1.09,-0.02,0.01
2024-07-14 15:10:00,0.11,22.0,78.9,1013.3,15.0,22.0,22.0,20.0,-0.05,0.06,-0.04,0.07,0.24,0.35,1.06,1.17,0.1,0.21
2024-07-14 15:40:00,0.12,22.0,78.9,1013.3,15.0,22.0,22.0,20.0,0.04,0.16,-0.11,0.01,0.23,0.35,0.59,0.71,0.04,0.16
2024-07-14 15:50:00,0.07,21.0,78.9,1013.0,15.0,22.0,23.0,20.0,0.09,0.16,0.28,0.35,0.28,0.35,0.49,0.56,0.0,0.07
2024-07-14 16:30:00,0.06,21.0,83.88,1013.0,16.0,22.0,23.0,20.0,0.1,0.16,0.29,0.35,4.57,4.63,0.66,0.72,-0.01,0.05
2024-07-14 17:40:00,0.16,24.0,70.45,1012.6,17.0,21.0,22.0,21.0,-0.15,0.01,0.19,0.35,1.87,2.03,0.75,0.91,-0.15,0.01
2024-07-14 17:50:00,0.06,30.0,70.45,1011.7,17.0,21.0,22.0,22.0,0.29,0.35,0.29,0.35,2.16,2.22,0.93,0.99,-0.02,0.04
2024-07-14 18:00:00,0.07,30.0,70.45,1011.7,18.0,21.0,22.0,22.0,0.28,0.35,0.28,0.35,1.97,2.04,1.0,1.07,-0.05,0.02
2024-07-14 18:10:00,0.07,30.0,70.45,1011.7,18.0,21.0,22.0,22.0,0.28,0.35,0.28,0.35,1.54,1.61,0.67,0.74,-0.03,0.04
2024-07-14 18:40:00,0.01,30.0,70.45,1011.7,18.0,24.0,22.0,22.0,0.34,0.35,0.34,0.35,2.48,2.49,0.85,0.86,0.03,0.04
2024-07-14 22:10:00,0.35,31.0,94.31,1012.0,22.0,30.0,30.0,21.0,1.88,2.23,1.74,2.09,0.29,0.64,0.17,0.52,-0.18,0.17
2024-07-14 22:30:00,4.63,31.0,94.31,1012.0,22.0,30.0,30.0,21.0,-2.33,2.3,-2.79,1.84,-3.91,0.72,-4.27,0.36,-4.53,0.1
2024-07-14 22:40:00,3.74,31.0,94.31,1012.0,22.0,30.0,30.0,21.0,-1.71,2.03,-1.96,1.78,-3.02,0.72,-3.47,0.27,-3.63,0.11
2024-07-14 22:50:00,3.44,31.0,94.31,1011.6,22.0,30.0,30.0,21.0,-1.22,2.22,-2.06,1.38,-2.73,0.71,-3.03,0.41,-3.38,0.06
2024-07-14 23:00:00,2.93,31.0,100.0,1011.6,23.0,30.0,30.0,21.0,-0.89,2.04,-1.75,1.18,-2.01,0.92,-2.51,0.42,-2.91,0.02
2024-07-14 23:10:00,2.23,31.0,100.0,1011.6,23.0,31.0,30.0,21.0,-0.62,1.61,-0.88,1.35,-1.39,0.84,-1.79,0.44,-2.19,0.04
2024-07-14 23:20:00,2.51,31.0,100.0,1011.6,23.0,31.0,30.0,21.0,-1.4,1.11,-1.39,1.12,-1.66,0.85,-1.98,0.53,-2.49,0.02
2024-07-14 23:30:00,2.3,31.0,100.0,1011.6,23.0,31.0,30.0,21.0,-0.11,2.19,-1.41,0.89,-1.39,0.91,-1.83,0.47,-2.27,0.03
2024-07-14 23:40:00,2.03,31.0,100.0,1011.6,23.0,31.0,30.0,24.0,0.46,2.49,-0.83,1.2,-1.12,0.91,-1.72,0.31,-2.0,0.03
2024-07-14 23:50:00,2.22,31.0,100.0,1011.5,23.0,31.0,30.0,30.0,-0.1,2.12,-1.19,1.03,-1.23,0.99,-1.97,0.25,-2.19,0.03
2024-07-15 00:00:00,2.04,31.0,100.0,1011.5,0.0,31.0,30.0,30.0,-0.02,2.02,-0.95,1.09,-0.97,1.07,-1.9,0.14,-2.01,0.03
2024-07-15 00:10:00,1.61,31.0,100.0,1011.5,0.0,31.0,30.0,30.0,0.48,2.09,-0.44,1.17,-0.87,0.74,-1.49,0.12,-1.58,0.03
2024-07-15 00:20:00,1.11,31.0,100.0,1011.5,0.0,31.0,30.0,30.0,1.01,2.12,-0.01,1.1,-0.53,0.58,-0.97,0.14,-1.08,0.03
2024-07-15 00:30:00,2.19,31.0,100.0,1011.5,0.0,31.0,30.0,30.0,-0.35,1.84,-1.38,0.81,-1.53,0.66,-2.09,0.1,-2.16,0.03
2024-07-15 00:40:00,2.49,31.0,100.0,1011.5,0.0,31.0,30.0,30.0,-0.71,1.78,-1.78,0.71,-1.63,0.86,-2.33,0.16,-2.46,0.03
2024-07-15 00:50:00,2.12,31.0,100.0,1009.9,0.0,31.0,30.0,30.0,-0.74,1.38,-1.56,0.56,-1.3,0.82,-1.9,0.22,-2.09,0.03
2024-07-15 01:00:00,2.02,29.0,100.0,1009.9,1.0,31.0,30.0,30.0,-0.84,1.18,-1.32,0.7,-1.26,0.76,-1.91,0.11,-1.99,0.03
2024-07-15 01:10:00,2.09,29.0,100.0,1009.9,1.0,31.0,31.0,30.0,-0.74,1.35,-1.45,0.64,-1.6,0.49,-2.05,0.04,-2.06,0.03
2024-07-15 01:20:00,2.12,28.0,100.0,1009.9,1.0,31.0,31.0,30.0,-1.0,1.12,-1.38,0.74,-1.59,0.53,-2.01,0.11,-2.09,0.03
2024-07-15 01:30:00,1.84,28.0,100.0,1009.9,1.0,31.0,31.0,30.0,-0.95,0.89,-1.12,0.72,-1.31,0.53,-1.68,0.16,-1.81,0.03
2024-07-15 01:40:00,1.78,0.0,100.0,1009.9,1.0,31.0,31.0,30.0,-0.58,1.2,-1.06,0.72,-1.32,0.46,-1.62,0.16,-1.75,0.03
2024-07-15 01:50:00,1.38,0.0,100.0,1009.5,1.0,31.0,31.0,30.0,-0.35,1.03,-0.67,0.71,-1.04,0.34,-1.21,0.17,-1.35,0.03
2024-07-15 02:00:00,1.18,29.0,100.0,1009.5,2.0,29.0,31.0,30.0,-0.09,1.09,-0.26,0.92,-0.79,0.39,-1.07,0.11,-1.15,0.03
2024-07-15 02:10:00,1.35,29.0,100.0,1009.5,2.0,29.0,31.0,30.0,-0.18,1.17,-0.51,0.84,-0.54,0.81,-1.28,0.07,-1.32,0.03
2024-07-15 02:20:00,1.12,28.0,100.0,1009.5,2.0,28.0,31.0,30.0,-0.02,1.1,-0.27,0.85,-0.27,0.85,-1.1,0.02,-1.09,0.03
2024-07-15 02:30:00,0.89,28.0,100.0,1009.5,2.0,28.0,31.0,30.0,-0.08,0.81,0.02,0.91,-0.02,0.87,-0.85,0.04,-0.86,0.03
2024-07-15 02:40:00,1.2,28.0,100.0,1009.5,2.0,0.0,31.0,30.0,-0.49,0.71,-0.29,0.91,-0.18,1.02,-1.17,0.03,-1.17,0.03
2024-07-15 02:50:00,1.03,28.0,100.0,1009.6,2.0,0.0,31.0,30.0,-0.47,0.56,-0.04,0.99,0.11,1.14,-1.02,0.01,-1.0,0.03
2024-07-15 03:00:00,1.09,28.0,100.0,1009.6,3.0,29.0,31.0,30.0,-0.39,0.7,-0.02,1.07,-0.13,0.96,-1.08,0.01,-1.06,0.03
2024-07-15 03:10:00,1.17,28.0,100.0,1009.6,3.0,29.0,31.0,30.0,-0.53,0.64,-0.43,0.74,-0.48,0.69,-0.96,0.21,-1.14,0.03
