DATE,DO,Water Temp C,Air temp C,Relative Humidity (%),Aerated (1/0),Atmospheric Pressure (mb)
10/17/25 11:00,4.39,16.82,13.0,71.65,1.0,1015.6
10/17/25 11:30,4.75,17.02,13.0,71.65,1.0,1015.6
10/17/25 12:00,4.65,17.12,13.0,76.67,1.0,1015.7
10/17/25 12:30,4.38,17.08,13.0,76.67,1.0,1015.7
10/17/25 13:00,4.66,17.34,13.0,76.67,1.0,1015.7
10/17/25 13:30,4.63,17.22,13.0,76.67,1.0,1015.7
10/17/25 14:00,5.1,17.44,14.0,71.84,1.0,1015.6
10/17/25 14:30,5.14,17.58,14.0,71.84,1.0,1015.6
10/17/25 15:00,5.21,17.64,16.0,63.16,1.0,1014.8
10/17/25 15:30,5.68,17.74,16.0,63.16,1.0,1014.8
10/17/25 16:00,5.61,17.8,19.0,55.91,1.0,1013.9
10/17/25 16:30,5.85,17.9,19.0,55.91,1.0,1013.9
10/17/25 17:00,5.94,17.98,21.0,52.81,1.0,1012.6
10/17/25 17:30,5.65,18.04,21.0,52.81,1.0,1012.6
10/17/25 18:00,5.84,18.12,22.0,49.67,1.0,1011.6
10/17/25 18:30,5.93,18.18,22.0,49.67,1.0,1011.6
10/17/25 19:00,6.09,18.22,23.0,46.75,1.0,1010.2
10/17/25 19:30,5.96,18.24,23.0,46.75,1.0,1010.2
10/17/25 20:00,6.15,18.28,23.0,49.95,1.0,1009.5
10/17/25 20:30,6.16,18.26,23.0,49.95,1.0,1009.5
10/17/25 21:00,6.41,18.22,23.0,49.95,1.0,1008.5
10/17/25 21:30,6.38,18.2,23.0,49.95,1.0,1008.5
10/17/25 22:00,6.25,18.16,24.0,47.03,1.0,1007.8
10/17/25 22:30,6.12,18.08,24.0,47.03,1.0,1007.8
10/17/25 23:00,5.74,18.04,23.0,49.95,1.0,1007.8
10/17/25 23:30,5.87,18.0,23.0,49.95,1.0,1007.8
10/18/25 0:00,5.95,17.96,21.0,56.42,1.0,1007.7
10/18/25 0:30,5.73,17.92,21.0,56.42,1.0,1007.7
10/18/25 1:00,5.4,17.86,20.0,56.16,1.0,1007.3
10/18/25 1:30,5.55,17.84,20.0,56.16,1.0,1007.3
10/18/25 2:00,5.64,17.8,19.0,59.76,1.0,1007.4
10/18/25 2:30,5.38,17.76,19.0,59.76,1.0,1007.4
10/18/25 3:00,5.37,17.72,18.0,63.62,1.0,1007.2
10/18/25 3:30,5.4,17.68,18.0,63.62,1.0,1007.2
10/18/25 4:00,5.17,17.66,18.0,63.62,1.0,1006.7
10/18/25 4:30,5.34,17.62,18.0,63.62,1.0,1006.7
10/18/25 5:00,5.34,17.62,19.0,63.85,1.0,1006.4
10/18/25 5:30,4.98,17.58,19.0,63.85,1.0,1006.4
10/18/25 6:00,5.14,17.58,19.0,68.18,1.0,1006.1
10/18/25 6:30,4.83,17.56,19.0,68.18,1.0,1006.1
10/18/25 7:00,4.6,17.54,18.0,72.58,1.0,1005.6
10/18/25 7:30,4.45,17.52,18.0,72.58,1.0,1005.6
10/18/25 8:00,4.52,17.52,19.0,72.76,1.0,1004.8
10/18/25 8:30,4.56,17.52,19.0,72.76,1.0,1004.8
10/18/25 9:00,4.53,17.52,18.0,77.46,1.0,1004.3
10/18/25 9:30,4.12,17.52,18.0,77.46,1.0,1004.3
10/18/25 10:00,3.61,17.5,19.0,77.62,1.0,1004.4
10/18/25 10:30,4.28,17.58,19.0,77.62,1.0,1004.4
10/18/25 11:00,3.98,17.68,19.0,77.62,1.0,1005.7
10/18/25 11:30,4.07,17.72,19.0,77.62,1.0,1005.7
10/18/25 12:00,4.18,17.8,19.0,88.19,1.0,1004.6
10/18/25 12:30,4.49,17.86,19.0,88.19,1.0,1004.6
10/18/25 13:00,4.49,17.88,18.0,82.63,1.0,1004.7
10/18/25 13:30,4.74,17.94,18.0,82.63,1.0,1004.7
10/18/25 14:00,4.64,18.04,19.0,88.19,1.0,1005.6
10/18/25 14:30,5.14,18.1,19.0,88.19,1.0,1005.6
10/18/25 15:00,5.27,18.18,21.0,73.13,1.0,1004.9
10/18/25 15:30,5.35,18.24,21.0,73.13,1.0,1004.9
10/18/25 16:00,5.01,18.3,22.0,68.79,1.0,1005.1
10/18/25 16:30,5.11,18.34,22.0,68.79,1.0,1005.1
10/18/25 17:00,5.31,18.42,24.0,60.96,1.0,1005.0
10/18/25 17:30,5.36,18.44,24.0,60.96,1.0,1005.0
10/18/25 18:00,5.18,18.52,24.0,60.96,1.0,1004.6
10/18/25 18:30,5.15,18.52,24.0,60.96,1.0,1004.6
10/18/25 19:00,5.23,18.6,24.0,64.96,1.0,1003.6
10/18/25 19:30,5.07,18.64,24.0,64.96,1.0,1003.6
10/18/25 20:00,5.55,18.64,23.0,68.99,1.0,1003.4
10/18/25 20:30,5.83,18.68,23.0,68.99,1.0,1003.4
10/18/25 21:00,5.18,18.68,23.0,68.99,1.0,1003.0
10/18/25 21:30,5.58,18.68,23.0,68.99,1.0,1003.0
10/18/25 22:00,5.26,18.68,23.0,73.48,1.0,1002.9
10/18/25 22:30,4.92,18.7,23.0,73.48,1.0,1002.9
10/18/25 23:00,5.33,18.7,22.0,78.08,1.0,1003.0
10/18/25 23:30,4.86,18.66,22.0,78.08,1.0,1003.0
10/19/25 0:00,5.1,18.58,21.0,83.0,1.0,1002.4
10/19/25 0:30,5.09,18.48,21.0,83.0,1.0,1002.4
10/19/25 1:00,4.79,18.36,20.0,88.28,1.0,1002.5
10/19/25 1:30,4.59,18.34,20.0,88.28,1.0,1002.5
10/19/25 2:00,4.52,18.3,19.0,82.76,1.0,1002.2
10/19/25 2:30,4.62,18.36,19.0,82.76,1.0,1002.2
10/19/25 3:00,4.83,18.24,17.0,93.84,1.0,1002.2
10/19/25 3:30,4.67,18.18,17.0,93.84,1.0,1002.2
10/19/25 4:00,4.45,18.12,16.0,93.79,1.0,1001.8
10/19/25 4:30,4.53,18.06,16.0,93.79,1.0,1001.8
10/19/25 5:00,4.55,17.98,16.0,87.93,1.0,1000.7
10/19/25 5:30,4.2,17.96,16.0,87.93,1.0,1000.7
10/19/25 6:00,4.57,17.84,14.0,100.0,1.0,1000.3
10/19/25 6:30,4.51,17.74,14.0,100.0,1.0,1000.3
10/19/25 7:00,4.41,17.58,14.0,93.7,1.0,999.6
10/19/25 7:30,4.33,17.4,14.0,93.7,1.0,999.6
10/19/25 8:00,4.26,17.08,14.0,93.7,1.0,999.1
10/19/25 8:30,4.06,17.08,14.0,93.7,1.0,999.1
10/19/25 9:00,4.17,16.98,14.0,93.7,1.0,998.3
10/19/25 9:30,4.97,16.72,14.0,93.7,1.0,998.3
10/19/25 10:00,4.94,16.62,14.0,93.7,1.0,998.5
10/19/25 10:30,5.07,16.6,14.0,93.7,1.0,998.5
10/19/25 11:00,4.99,16.58,11.0,100.0,1.0,998.5
10/19/25 11:30,4.86,16.58,11.0,100.0,1.0,998.5
10/19/25 12:00,5.39,16.68,10.0,93.5,1.0,1000.3
10/19/25 12:30,5.31,16.7,10.0,93.5,1.0,1000.3
10/19/25 13:00,5.62,16.7,9.0,100.0,1.0,1001.8
10/19/25 13:30,5.75,16.7,9.0,100.0,1.0,1001.8
10/19/25 14:00,6.1,16.72,9.0,93.45,1.0,1003.0
10/19/25 14:30,5.89,16.82,9.0,93.45,1.0,1003.0
10/19/25 15:00,6.36,16.92,9.0,93.45,1.0,1003.8
10/19/25 15:30,6.1,17.04,9.0,93.45,1.0,1003.8
10/19/25 16:00,6.15,17.02,10.0,87.37,1.0,1004.6
10/19/25 16:30,6.73,17.08,10.0,87.37,1.0,1004.6
10/19/25 17:00,6.92,17.14,11.0,76.34,1.0,1005.4
10/19/25 17:30,6.51,17.06,11.0,76.34,1.0,1005.4
10/19/25 18:00,6.82,16.94,11.0,76.34,1.0,1005.9
10/19/25 18:30,6.76,16.76,11.0,76.34,1.0,1005.9
10/19/25 19:00,7.3,16.68,13.0,58.27,1.0,1006.3
10/19/25 19:30,6.81,16.5,13.0,58.27,1.0,1006.3
10/19/25 20:00,6.48,16.4,14.0,50.91,1.0,1006.7
10/19/25 20:30,6.4,16.26,14.0,50.91,1.0,1006.7
10/19/25 21:00,6.1,16.16,14.0,50.91,1.0,1007.4
10/19/25 21:30,6.16,15.86,14.0,50.91,1.0,1007.4
10/19/25 22:00,6.15,15.78,15.0,44.47,1.0,1008.1
10/19/25 22:30,5.92,15.66,15.0,44.47,1.0,1008.1
10/19/25 23:00,5.9,15.54,14.0,44.18,1.0,1009.0
10/19/25 23:30,5.82,15.4,14.0,44.18,1.0,1009.0
10/20/25 0:00,5.49,15.24,13.0,43.89,1.0,1009.9
10/20/25 0:30,5.64,15.28,13.0,43.89,1.0,1009.9
10/20/25 1:00,5.55,15.22,13.0,43.89,1.0,1010.8
10/20/25 1:30,5.14,15.16,13.0,43.89,1.0,1010.8
10/20/25 2:00,5.57,15.08,10.0,57.51,1.0,1011.7
10/20/25 2:30,5.43,14.98,10.0,57.51,1.0,1011.7
10/20/25 3:00,5.52,15.0,10.0,53.52,1.0,1012.5
10/20/25 3:30,5.59,14.88,10.0,53.52,1.0,1012.5
10/20/25 4:00,4.74,14.78,9.0,57.25,1.0,1013.3
10/20/25 4:30,5.36,14.78,9.0,57.25,1.0,1013.3
10/20/25 5:00,5.09,14.6,7.0,70.47,1.0,1013.7
10/20/25 5:30,4.51,14.46,7.0,70.47,1.0,1013.7
10/20/25 6:00,5.08,14.38,6.0,75.49,1.0,1014.0
10/20/25 6:30,4.81,14.26,6.0,75.49,1.0,1014.0
10/20/25 7:00,4.45,14.02,5.0,80.92,1.0,1014.0
10/20/25 7:30,4.65,13.88,5.0,80.92,1.0,1014.0
10/20/25 8:00,4.82,13.74,6.0,75.49,1.0,1014.4
10/20/25 8:30,4.17,13.66,6.0,75.49,1.0,1014.4
10/20/25 9:00,4.23,13.6,3.0,86.69,1.0,1014.6
10/20/25 9:30,4.12,13.6,3.0,86.69,1.0,1014.6
10/20/25 10:00,4.31,13.56,3.0,93.13,1.0,1015.0
10/20/25 10:30,4.8,13.66,3.0,93.13,1.0,1015.0
10/20/25 11:00,4.86,13.68,3.0,100.0,1.0,1015.7
10/20/25 11:30,5.01,13.76,3.0,100.0,1.0,1015.7
10/20/25 12:00,5.21,13.92,3.0,100.0,1.0,1015.8
10/20/25 12:30,5.09,13.96,3.0,100.0,1.0,1015.8
10/20/25 13:00,4.93,13.88,4.0,100.0,1.0,1015.6
10/20/25 13:30,5.08,13.92,4.0,100.0,1.0,1015.6
10/20/25 14:00,5.16,13.98,7.0,93.35,1.0,1015.8
10/20/25 14:30,5.27,14.06,7.0,93.35,1.0,1015.8
10/20/25 15:00,5.43,14.1,11.0,71.26,1.0,1015.4
10/20/25 15:30,5.64,14.2,11.0,71.26,1.0,1015.4
10/20/25 16:00,5.89,14.12,14.0,54.6,1.0,1014.3
10/20/25 16:30,5.85,14.24,14.0,54.6,1.0,1014.3
10/20/25 17:00,6.08,14.36,16.0,38.85,1.0,1013.5
