DATE,DO,Water Temp C,Air temp C ,Relative Humidity (%),Aerated (1/0),Atmospheric Pressure (mb)
7/9/24 23:00,0,24.06,22,100,0,1011.1
7/9/24 23:10,0,24.06,22,100,0,1011.1
7/9/24 23:20,0,24.04,22,100,0,1011.1
7/9/24 23:30,0,24.06,22,100,0,1011.1
7/9/24 23:40,0,24.04,22,100,0,1011.1
7/9/24 23:50,0,24.06,22,100,0,1010.3
7/10/24 0:00,0,24.04,22,100,0,1010.3
7/10/24 0:10,0,24.04,22,100,0,1010.3
7/10/24 0:20,0,24.04,22,100,0,1010.3
7/10/24 0:30,0,24.04,22,100,0,1010.3
7/10/24 0:40,0,24.04,22,100,0,1010.3
7/10/24 0:50,0,24.04,22,100,0,1009.9
7/10/24 1:00,0,24.04,22,100,0,1009.9
7/10/24 1:10,0,24.04,22,100,0,1009.9
7/10/24 1:20,0,24.04,22,100,0,1009.9
7/10/24 1:30,0,24.06,22,100,0,1009.9
7/10/24 1:40,0,24.06,22,100,0,1009.9
7/10/24 1:50,0,24.06,22,100,0,1010
7/10/24 2:00,0,24.06,22,100,0,1010
7/10/24 2:10,0,24.02,22,100,0,1010
7/10/24 2:20,0,24.02,21,100,0,1010
7/10/24 2:30,0,24,21,100,0,1010
7/10/24 2:40,0,24,21,100,0,1010
7/10/24 2:50,0,24,21,100,0,1009.7
7/10/24 3:00,0,23.98,21,100,0,1009.7
7/10/24 3:10,0,24,21,100,0,1009.7
7/10/24 3:20,0,23.98,21,100,0,1009.7
7/10/24 3:30,0,23.98,21,100,0,1009.7
7/10/24 3:40,0,23.98,22,100,0,1009.7
7/10/24 3:50,0,23.98,22,100,0,1008.8
7/10/24 4:00,0,23.96,21,100,0,1008.8
7/10/24 4:10,0,23.96,21,100,0,1008.8
7/10/24 4:20,0,23.98,21,100,0,1008.8
7/10/24 4:30,0,23.96,21,100,0,1008.8
7/10/24 4:40,0,23.96,21,100,0,1008.8
7/10/24 4:50,0,23.96,21,100,0,1008.6
7/10/24 5:00,0,23.94,21,100,0,1008.6
7/10/24 5:10,0,23.94,21,100,0,1008.6
7/10/24 5:20,0,23.92,20,100,0,1008.6
7/10/24 5:30,0,23.94,20,100,0,1008.6
7/10/24 5:40,0,23.9,20,100,0,1008.6
7/10/24 5:50,0,23.88,20,100,0,1008.8
7/10/24 6:00,0,23.88,20,100,0,1008.8
7/10/24 6:10,0,23.88,20,100,0,1008.8
7/10/24 6:20,0,23.9,20,100,0,1008.8
7/10/24 6:30,0.01,23.84,20,100,0,1008.8
7/10/24 6:40,0.01,23.82,20,100,0,1008.8
7/10/24 6:50,0,23.8,20,100,0,1007.9
7/10/24 7:00,0,23.8,20,100,0,1007.9
7/10/24 7:10,0,23.8,20,100,0,1007.9
7/10/24 7:20,0,23.78,20,100,0,1007.9
7/10/24 7:30,0,23.78,20,100,0,1007.9
7/10/24 7:40,0,23.78,20,100,0,1007.9
7/10/24 7:50,0,23.78,20,100,0,1008.1
7/10/24 8:00,0,23.78,20,100,0,1008.1
7/10/24 8:10,0,23.78,20,100,0,1008.1
7/10/24 8:20,0,23.76,20,100,0,1008.1
7/10/24 8:30,0,23.76,20,100,0,1008.1
7/10/24 8:40,0,23.76,20,100,0,1008.1
7/10/24 8:50,0,23.76,20,100,0,1008.5
7/10/24 9:00,0,23.76,20,100,0,1008.5
7/10/24 9:10,0,23.76,20,100,0,1008.5
7/10/24 9:20,0,23.76,20,100,0,1008.5
7/10/24 9:30,0,23.86,20,100,0,1008.5
7/10/24 9:40,0,23.96,20,100,0,1008.5
7/10/24 9:50,0,23.94,20,100,0,1008.9
7/10/24 10:00,0.03,23.92,20,100,0,1008.9
7/10/24 10:10,0,24.04,20,100,0,1008.9
7/10/24 10:20,0,24.14,20,100,0,1008.9
7/10/24 10:30,0,24.08,20,100,0,1008.9
7/10/24 10:40,0,24.12,20,100,0,1008.9
7/10/24 10:50,0.02,24.14,20,100,0,1009.2
7/10/24 11:00,0,24.16,19,88.67,0,1009.2
7/10/24 11:10,0,24.24,19,88.67,0,1009.2
7/10/24 11:20,0,24.16,19,88.67,0,1009.2
7/10/24 11:30,0,24.12,19,88.67,0,1009.2
7/10/24 11:40,0,24.18,19,88.67,0,1009.2
7/10/24 11:50,0,24.22,19,88.67,0,1009.7
7/10/24 12:00,0,24.26,20,73.95,0,1009.7
7/10/24 12:10,0,24.3,20,73.95,0,1009.7
7/10/24 12:20,0,24.3,20,73.95,0,1009.7
7/10/24 12:30,0,24.34,20,73.95,0,1009.7
7/10/24 12:40,0.01,24.4,20,73.95,0,1009.7
7/10/24 12:50,0.02,24.4,20,69.71,0,1009.8
7/10/24 13:00,0.02,24.48,20,69.71,0,1009.8
7/10/24 13:10,0.01,24.48,20,69.71,0,1009.8
7/10/24 13:20,0.01,24.52,20,69.71,0,1009.8
7/10/24 13:30,0.08,24.7,20,69.71,0,1009.8
7/10/24 13:40,0.09,24.7,20,69.71,0,1009.8
7/10/24 13:50,0.38,24.86,20,58.08,0,1010.7
7/10/24 14:00,0.12,24.94,21,58.08,0,1010.7
7/10/24 14:10,0.12,24.7,21,58.08,0,1010.7
7/10/24 14:20,0.14,24.68,21,58.08,0,1010.7
7/10/24 14:30,0.15,24.72,21,58.08,0,1010.7
7/10/24 14:40,0.12,24.76,22,58.08,0,1010.7
7/10/24 14:50,0.07,24.76,22,48.32,0,1010.9
7/10/24 15:00,0.07,24.76,23,48.32,0,1010.9
7/10/24 15:10,0.04,24.78,23,48.32,0,1010.9
7/10/24 15:20,0.01,24.78,23,48.32,0,1010.9
7/10/24 15:30,0,24.78,23,48.32,0,1010.9
7/10/24 15:40,0,24.78,23,48.32,0,1010.9
7/10/24 15:50,0,24.76,23,48.32,0,1011.3
7/10/24 16:00,0,24.76,25,48.32,0,1011.3
7/10/24 16:10,0,24.78,25,48.32,0,1011.3
7/10/24 16:20,0,24.76,25,48.32,0,1011.3
7/10/24 16:30,0,24.76,25,48.32,0,1011.3
7/10/24 16:40,0,24.74,25,48.32,0,1011.3
7/10/24 16:50,0,24.76,25,48.05,0,1011.7
7/10/24 17:00,0,24.76,26,48.05,0,1011.7
7/10/24 17:10,0,24.74,26,48.05,0,1011.7
7/10/24 17:20,0,24.76,26,48.05,0,1011.7
7/10/24 17:30,0,24.76,26,48.05,0,1011.7
7/10/24 17:40,0,24.74,26,48.05,0,1011.7
7/10/24 17:50,0,24.76,27,61.58,0,1012
7/10/24 18:00,0,24.76,27,61.58,0,1012
7/10/24 18:10,0,24.76,27,61.58,0,1012
7/10/24 18:20,0,24.74,27,61.58,0,1012
7/10/24 18:30,0,24.74,27,61.58,0,1012
7/10/24 18:40,0,24.74,27,61.58,0,1012
7/10/24 18:50,0,24.74,28,65.33,0,1012
7/10/24 19:00,0,24.74,28,65.33,0,1012
7/10/24 19:10,0,24.74,28,65.33,0,1012
7/10/24 19:20,0,24.74,28,65.33,0,1012
7/10/24 19:30,0,24.74,28,65.33,0,1012
7/10/24 19:40,0,24.74,28,65.33,0,1012
7/10/24 19:50,0,24.74,29,61.13,0,1012
7/10/24 20:00,0,24.74,29,61.13,0,1012
7/10/24 20:10,0,24.72,29,61.13,0,1012
7/10/24 20:20,0,24.72,29,61.13,0,1012
7/10/24 20:30,0,24.72,29,61.13,0,1012
7/10/24 20:40,0,24.72,29,61.13,0,1012
7/10/24 20:50,0,24.72,29,61.13,0,1011.8
7/10/24 21:00,0,24.72,29,78.19,0,1011.8
7/10/24 21:10,0,24.72,29,78.19,0,1011.8
7/10/24 21:20,0,24.72,29,78.19,0,1011.8
7/10/24 21:30,0,24.72,29,78.19,0,1011.8
7/10/24 21:40,0,24.72,29,78.19,0,1011.8
7/10/24 21:50,0,24.72,28,78.19,0,1012.3
7/10/24 22:00,0,24.7,28,94.06,0,1012.3
7/10/24 22:10,0,24.72,28,94.06,0,1012.3
7/10/24 22:20,0,24.72,28,94.06,0,1012.3
7/10/24 22:30,0,24.72,28,94.06,0,1012.3
7/10/24 22:40,0,24.7,28,94.06,0,1012.3
7/10/24 22:50,0,24.7,27,94.06,0,1012.9
7/10/24 23:00,0,24.7,27,100,0,1012.9
7/10/24 23:10,0,24.7,27,100,0,1012.9
7/10/24 23:20,0,24.7,27,100,0,1012.9
7/10/24 23:30,0,24.7,27,100,0,1012.9
7/10/24 23:40,0,24.68,27,100,0,1012.9
7/10/24 23:50,0,24.68,26,100,0,1013.6
7/11/24 0:00,0,24.68,26,100,0,1013.6
7/11/24 0:10,0,24.68,26,100,0,1013.6
7/11/24 0:20,0,24.68,26,100,0,1013.6
7/11/24 0:30,0,24.68,26,100,0,1013.6
7/11/24 0:40,0,24.68,26,100,0,1013.6
7/11/24 0:50,0,24.68,25,100,0,1014.2
7/11/24 1:00,0,24.68,25,100,0,1014.2
7/11/24 1:10,0,24.68,25,100,0,1014.2
7/11/24 1:20,0,24.68,24,100,0,1014.2
7/11/24 1:30,0,24.68,24,100,0,1014.2
7/11/24 1:40,0,24.68,23,100,0,1014.2
7/11/24 1:50,0,24.68,23,100,0,1014.5
7/11/24 2:00,0,24.68,23,100,0,1014.5
7/11/24 2:10,0,24.68,23,100,0,1014.5
7/11/24 2:20,0,24.66,23,100,0,1014.5
7/11/24 2:30,0,24.66,23,100,0,1014.5
7/11/24 2:40,0,24.66,23,100,0,1014.5
7/11/24 2:50,0,24.66,23,100,0,1014.9
7/11/24 3:00,0,24.66,22,100,0,1014.9
7/11/24 3:10,0,24.66,22,100,0,1014.9
7/11/24 3:20,0,24.66,21,100,0,1014.9
7/11/24 3:30,0,24.66,21,100,0,1014.9
7/11/24 3:40,0,24.66,21,100,0,1014.9
7/11/24 3:50,0,24.66,21,100,0,1015.1
7/11/24 4:00,0,24.66,21,100,0,1015.1
7/11/24 4:10,0,24.66,21,100,0,1015.1
7/11/24 4:20,0,24.64,21,100,0,1015.1
7/11/24 4:30,0,24.64,21,100,0,1015.1
7/11/24 4:40,0,24.64,20,100,0,1015.1
7/11/24 4:50,0,24.64,20,100,0,1015.4
7/11/24 5:00,0,24.64,20,100,0,1015.4
7/11/24 5:10,0,24.64,20,100,0,1015.4
7/11/24 5:20,0,24.64,20,100,0,1015.4
7/11/24 5:30,0,24.64,20,100,0,1015.4
7/11/24 5:40,0,24.64,20,100,0,1015.4
7/11/24 5:50,0,24.64,20,100,0,1015.4
7/11/24 6:00,0,24.64,20,100,0,1015.4
7/11/24 6:10,0,24.64,20,100,0,1015.4
7/11/24 6:20,0,24.62,21,100,0,1015.4
7/11/24 6:30,0,24.62,21,100,0,1015.4
7/11/24 6:40,0,24.62,21,100,0,1015.4
7/11/24 6:50,0,24.62,21,100,0,1015.4
7/11/24 7:00,0,24.62,21,100,0,1015.4
7/11/24 7:10,0,24.62,21,100,0,1015.4
7/11/24 7:20,0,24.62,21,100,0,1015.4
7/11/24 7:30,0,24.62,21,100,0,1015.4
7/11/24 7:40,0,24.6,21,100,0,1015.4
7/11/24 7:50,0,24.6,21,100,0,1015.6
7/11/24 8:00,0,24.6,21,100,0,1015.6
7/11/24 8:10,0,24.6,21,100,0,1015.6
7/11/24 8:20,0,24.6,20,100,0,1015.6
7/11/24 8:30,0,24.6,20,100,0,1015.6
7/11/24 8:40,0,24.6,20,100,0,1015.6
7/11/24 8:50,0,24.6,20,100,0,1015.7
7/11/24 9:00,0,24.6,20,100,0,1015.7
7/11/24 9:10,0,24.58,20,100,0,1015.7
7/11/24 9:20,0,24.58,20,100,0,1015.7
7/11/24 9:30,0,24.58,20,100,0,1015.7
7/11/24 9:40,0,24.58,20,100,0,1015.7
7/11/24 9:50,0,24.58,20,100,0,1015.9
7/11/24 10:00,0,24.56,21,100,0,1015.9
7/11/24 10:10,0,24.62,21,100,0,1015.9
7/11/24 10:20,0,24.62,20,100,0,1015.9
7/11/24 10:30,0,24.62,20,100,0,1015.9
7/11/24 10:40,0,24.66,20,100,0,1015.9
7/11/24 10:50,0,24.66,20,100,0,1016.4
7/11/24 11:00,0,24.68,20,100,0,1016.4
7/11/24 11:10,0,24.64,20,100,0,1016.4
7/11/24 11:20,0,24.64,20,100,0,1016.4
7/11/24 11:30,0,24.66,20,100,0,1016.4
7/11/24 11:40,0,24.66,20,100,0,1016.4
7/11/24 11:50,0.01,24.68,20,100,0,1016.9
7/11/24 12:00,0.02,24.68,21,88.59,0,1016.9
7/11/24 12:10,0,24.72,21,88.59,0,1016.9
7/11/24 12:20,0,24.72,21,88.59,0,1016.9
7/11/24 12:30,0,24.74,21,88.59,0,1016.9
7/11/24 12:40,0,24.78,21,88.59,0,1016.9
7/11/24 12:50,0,24.82,21,88.59,0,1017.9
7/11/24 13:00,0,24.84,21,73.95,0,1017.9
7/11/24 13:10,0,24.86,21,73.95,0,1017.9
7/11/24 13:20,0,24.9,21,73.95,0,1017.9
7/11/24 13:30,0,24.96,21,73.95,0,1017.9
7/11/24 13:40,0,24.96,21,73.95,0,1017.9
7/11/24 13:50,0.01,25.02,21,69.71,0,1018.4
7/11/24 14:00,0.01,25.12,21,69.71,0,1018.4
7/11/24 14:10,0.08,25.12,21,69.71,0,1018.4
7/11/24 14:20,0.04,25.16,21,69.71,0,1018.4
7/11/24 14:30,0.25,25.28,21,69.71,0,1018.4
7/11/24 14:40,0.19,25.34,21,69.71,0,1018.4
7/11/24 14:50,0.11,25.24,21,65.54,0,1018.5
7/11/24 15:00,0.03,25.22,21,65.54,0,1018.5
7/11/24 15:10,0,25.28,21,65.54,0,1018.5
7/11/24 15:20,0.03,25.3,21,65.54,0,1018.5
7/11/24 15:30,0.11,25.32,21,65.54,0,1018.5
7/11/24 15:40,0.1,25.32,21,65.54,0,1018.5
7/11/24 15:50,0.05,25.34,21,61.58,0,1018.4
7/11/24 16:00,0.04,25.32,23,61.58,0,1018.4
7/11/24 16:10,0.05,25.32,23,61.58,0,1018.4
7/11/24 16:20,0.04,25.32,23,61.58,0,1018.4
7/11/24 16:30,0.06,25.32,23,61.58,0,1018.4
7/11/24 16:40,0.03,25.36,23,61.58,0,1018.4
7/11/24 16:50,0.04,25.34,23,58.08,0,1018.3
7/11/24 17:00,0,25.32,24,58.08,0,1018.3
7/11/24 17:10,0,25.32,24,58.08,0,1018.3
7/11/24 17:20,0.06,25.32,24,58.08,0,1018.3
7/11/24 17:30,0,25.34,24,58.08,0,1018.3
7/11/24 17:40,0,25.34,24,58.08,0,1018.3
7/11/24 17:50,0,25.32,24,61.58,0,1018
7/11/24 18:00,0,25.34,26,61.58,0,1018
7/11/24 18:10,0,25.34,26,61.58,0,1018
7/11/24 18:20,0,25.32,26,61.58,0,1018
7/11/24 18:30,0,25.34,26,61.58,0,1018
7/11/24 18:40,0,25.34,26,61.58,0,1018
7/11/24 18:50,0,25.32,27,65.33,0,1018
7/11/24 19:00,0.03,25.32,27,65.33,0,1018
7/11/24 19:10,0.02,25.32,27,65.33,0,1018
7/11/24 19:20,0,25.32,27,65.33,0,1018
7/11/24 19:30,0,25.32,27,65.33,0,1018
7/11/24 19:40,0,25.32,27,65.33,0,1018
7/11/24 19:50,0,25.32,27,64.91,0,1017.7
7/11/24 20:00,0,25.32,27,64.91,0,1017.7
7/11/24 20:10,0,25.32,27,64.91,0,1017.7
7/11/24 20:20,0,25.32,27,64.91,0,1017.7
7/11/24 20:30,0,25.32,27,64.91,0,1017.7
7/11/24 20:40,0,25.3,27,64.91,0,1017.7
7/11/24 20:50,0,25.3,27,64.91,0,1017.6
7/11/24 21:00,0,25.3,27,82.98,0,1017.6
7/11/24 21:10,0,25.3,27,82.98,0,1017.6
7/11/24 21:20,0,25.3,27,82.98,0,1017.6
7/11/24 21:30,0,25.3,27,82.98,0,1017.6
7/11/24 21:40,0,25.3,27,82.98,0,1017.6
7/11/24 21:50,0,25.28,28,82.98,0,1017.3
7/11/24 22:00,0,25.28,28,93.97,0,1017.3
7/11/24 22:10,0,25.3,28,93.97,0,1017.3
7/11/24 22:20,0,25.28,28,93.97,0,1017.3
7/11/24 22:30,0,25.28,28,93.97,0,1017.3
7/11/24 22:40,0,25.28,28,100,0,1017.3
7/11/24 22:50,0,25.28,27,100,0,1017.4
7/11/24 23:00,0,25.28,27,100,0,1017.4
7/11/24 23:10,0,25.28,27,100,0,1017.4
7/11/24 23:20,0,25.28,27,100,0,1017.4
7/11/24 23:30,0,25.28,27,100,0,1017.4
7/11/24 23:40,0,25.28,27,100,0,1017.4
7/11/24 23:50,0,25.28,26,100,0,1017.4
7/12/24 0:00,0,25.28,26,100,0,1017.4
7/12/24 0:10,0,25.28,26,100,0,1017.4
7/12/24 0:20,0,25.28,26,100,0,1017.4
7/12/24 0:30,0,25.28,26,100,0,1017.4
7/12/24 0:40,0,25.28,26,100,0,1017.4
7/12/24 0:50,0,25.28,24,100,0,1017.7
7/12/24 1:00,0,25.28,24,100,0,1017.7
7/12/24 1:10,0,25.28,24,100,0,1017.7
7/12/24 1:20,0,25.26,23,100,0,1017.7
7/12/24 1:30,0,25.28,23,100,0,1017.7
7/12/24 1:40,0,25.26,22,100,0,1017.7
7/12/24 1:50,0,25.26,22,100,0,1018.2
7/12/24 2:00,0,25.26,21,100,0,1018.2
7/12/24 2:10,0,25.26,21,100,0,1018.2
7/12/24 2:20,0,25.24,21,100,0,1018.2
7/12/24 2:30,0,25.24,21,100,0,1018.2
7/12/24 2:40,0,25.24,21,100,0,1018.2
7/12/24 2:50,0,25.22,21,100,0,1018.4
7/12/24 3:00,0,25.22,20,100,0,1018.4
7/12/24 3:10,0,25.22,20,100,0,1018.4
7/12/24 3:20,0,25.2,20,100,0,1018.4
7/12/24 3:30,0,25.2,20,100,0,1018.4
7/12/24 3:40,0,25.18,20,100,0,1018.4
7/12/24 3:50,0,25.16,20,100,0,1018.6
7/12/24 4:00,0,25.14,20,100,0,1018.6
7/12/24 4:10,0,25.14,20,100,0,1018.6
7/12/24 4:20,0,25.12,20,100,0,1018.6
7/12/24 4:30,0,25.1,20,100,0,1018.6
7/12/24 4:40,0,25.1,20,100,0,1018.6
7/12/24 4:50,0,25.06,20,100,0,1018.8
7/12/24 5:00,0,25.04,19,100,0,1018.8
7/12/24 5:10,0,25.04,19,100,0,1018.8
7/12/24 5:20,0,25.02,19,100,0,1018.8
7/12/24 5:30,0,25,19,100,0,1018.8
7/12/24 5:40,0,24.98,19,100,0,1018.8
7/12/24 5:50,0,24.96,19,100,0,1018.7
7/12/24 6:00,0,24.94,19,100,0,1018.7
7/12/24 6:10,0,24.92,19,100,0,1018.7
7/12/24 6:20,0,24.9,19,100,0,1018.7
7/12/24 6:30,0,24.9,19,100,0,1018.7
7/12/24 6:40,0,24.88,19,100,0,1018.7
7/12/24 6:50,0,24.86,19,100,0,1018.2
7/12/24 7:00,0,24.84,19,100,0,1018.2
7/12/24 7:10,0,24.82,19,100,0,1018.2
7/12/24 7:20,0,24.82,19,100,0,1018.2
7/12/24 7:30,0,24.8,19,100,0,1018.2
7/12/24 7:40,0,24.78,19,100,0,1018.2
7/12/24 7:50,0,24.76,19,100,0,1017.8
7/12/24 8:00,0,24.76,18,100,0,1017.8
7/12/24 8:10,0.02,24.76,18,100,0,1017.8
7/12/24 8:20,0.01,24.74,18,100,0,1017.8
7/12/24 8:30,0,24.74,18,100,0,1017.8
7/12/24 8:40,0,24.74,19,100,0,1017.8
7/12/24 8:50,0,24.72,19,83.32,0,1017.9
7/12/24 9:00,0,24.7,19,83.32,0,1017.9
7/12/24 9:10,0,24.7,19,83.32,0,1017.9
7/12/24 9:20,0,24.68,18,83.32,0,1017.9
7/12/24 9:30,0,24.66,18,83.32,0,1017.9
7/12/24 9:40,0,24.66,18,83.32,0,1017.9
7/12/24 9:50,0,24.66,18,83.44,0,1018.3
7/12/24 10:00,0,24.66,18,83.44,0,1018.3
7/12/24 10:10,0,24.64,18,83.44,0,1018.3
7/12/24 10:20,0,24.64,18,83.44,0,1018.3
7/12/24 10:30,0,24.64,18,83.44,0,1018.3
7/12/24 10:40,0,24.64,18,83.44,0,1018.3
7/12/24 10:50,0,24.64,18,74.11,0,1018.8
7/12/24 11:00,0,24.64,18,74.11,0,1018.8
7/12/24 11:10,0,24.64,18,74.11,0,1018.8
7/12/24 11:20,0,24.64,18,74.11,0,1018.8
7/12/24 11:30,0,24.66,18,74.11,0,1018.8
7/12/24 11:40,0,24.66,18,74.11,0,1018.8
7/12/24 11:50,0,24.66,19,58.08,0,1019
7/12/24 12:00,0,24.66,19,58.08,0,1019
7/12/24 12:10,0,24.68,19,58.08,0,1019
7/12/24 12:20,0,24.68,19,58.08,0,1019
7/12/24 12:30,0,24.7,19,58.08,0,1019
7/12/24 12:40,0,24.7,19,58.08,0,1019
7/12/24 12:50,0,24.68,19,58.08,0,1019.6
7/12/24 13:00,0,24.68,21,58.08,0,1019.6
7/12/24 13:10,0,24.72,21,58.08,0,1019.6
7/12/24 13:20,0,24.72,21,58.08,0,1019.6
7/12/24 13:30,0,24.72,21,58.08,0,1019.6
7/12/24 13:40,0,24.74,21,58.08,0,1019.6
7/12/24 13:50,0,24.74,24,54.8,0,1019.9
7/12/24 14:00,0,24.76,24,54.8,0,1019.9
7/12/24 14:10,0,24.76,24,54.8,0,1019.9
7/12/24 14:20,0,24.78,24,54.8,0,1019.9
7/12/24 14:30,0,24.8,24,54.8,0,1019.9
7/12/24 14:40,0,24.8,24,54.8,0,1019.9
7/12/24 14:50,0,24.8,25,48.58,0,1019.8
7/12/24 15:00,0,24.8,25,48.58,0,1019.8
7/12/24 15:10,0,24.8,25,48.58,0,1019.8
7/12/24 15:20,0,24.82,25,48.58,0,1019.8
7/12/24 15:30,0,24.82,25,48.58,0,1019.8
7/12/24 15:40,0,24.82,25,48.58,0,1019.8
7/12/24 15:50,0,24.82,27,54.8,0,1019.9
7/12/24 16:00,0,24.82,27,54.8,0,1019.9
7/12/24 16:10,0,24.82,27,54.8,0,1019.9
7/12/24 16:20,0,24.84,27,54.8,0,1019.9
7/12/24 16:30,0,24.84,27,54.8,0,1019.9
7/12/24 16:40,0,24.84,27,54.8,0,1019.9
7/12/24 16:50,0,24.84,28,48.58,0,1019.9
7/12/24 17:00,0,24.84,28,48.58,0,1019.9
7/12/24 17:10,0,24.84,28,48.58,0,1019.9
7/12/24 17:20,0,24.86,28,48.58,0,1019.9
7/12/24 17:30,0,24.86,28,48.58,0,1019.9
7/12/24 17:40,0,24.86,28,48.58,0,1019.9
7/12/24 17:50,0,24.86,28,51.47,0,1019.6
7/12/24 18:00,0,24.86,28,51.47,0,1019.6
7/12/24 18:10,0,24.86,28,51.47,0,1019.6
7/12/24 18:20,0,24.86,28,51.47,0,1019.6
7/12/24 18:30,0,24.86,28,51.47,0,1019.6
7/12/24 18:40,0,24.86,28,51.47,0,1019.6
7/12/24 18:50,0,24.86,29,65.74,0,1019.2
7/12/24 19:00,0,24.86,29,65.74,0,1019.2
7/12/24 19:10,0,24.86,29,65.74,0,1019.2
7/12/24 19:20,0,24.86,29,65.74,0,1019.2
7/12/24 19:30,0,24.86,29,65.74,0,1019.2
7/12/24 19:40,0,24.86,29,65.74,0,1019.2
7/12/24 19:50,0,24.86,30,73.95,0,1018.9
7/12/24 20:00,0,24.86,30,73.95,0,1018.9
7/12/24 20:10,0,24.86,30,73.95,0,1018.9
7/12/24 20:20,0,24.86,30,73.95,0,1018.9
7/12/24 20:30,0,24.86,30,73.95,0,1018.9
7/12/24 20:40,0,24.86,30,73.95,0,1018.9
7/12/24 20:50,0,24.86,29,73.95,0,1018.8
7/12/24 21:00,0,24.86,29,78.34,0,1018.8
7/12/24 21:10,0,24.86,29,78.34,0,1018.8
7/12/24 21:20,0,24.86,29,78.34,0,1018.8
7/12/24 21:30,0,24.84,29,78.34,0,1018.8
7/12/24 21:40,0,24.84,29,78.34,0,1018.8
7/12/24 21:50,0,24.84,30,78.34,0,1018.5
7/12/24 22:00,0,24.84,30,78.34,0,1018.5
7/12/24 22:10,0,24.84,30,78.34,0,1018.5
7/12/24 22:20,0,24.84,30,78.34,0,1018.5
7/12/24 22:30,0,24.84,30,78.34,0,1018.5
7/12/24 22:40,0,24.84,30,78.34,0,1018.5
7/12/24 22:50,0,24.84,29,78.34,0,1018.4
7/12/24 23:00,0,24.84,29,88.51,0,1018.4
7/12/24 23:10,0,24.84,29,88.51,0,1018.4
7/12/24 23:20,0,24.84,29,88.51,0,1018.4
7/12/24 23:30,0,24.84,29,88.51,0,1018.4
7/12/24 23:40,0,24.84,29,88.51,0,1018.4
7/12/24 23:50,0,24.84,28,88.51,0,1018.6
7/13/24 0:00,0,24.84,28,94.06,0,1018.6
7/13/24 0:10,0,24.84,28,94.06,0,1018.6
7/13/24 0:20,0,24.84,28,94.06,0,1018.6
7/13/24 0:30,0,24.84,28,94.06,0,1018.6
7/13/24 0:40,0,24.84,28,94.06,0,1018.6
