DATE,DO,Water Temp C,Air temp C,Relative Humidity (%),Aerated (1/0),Atmospheric Pressure (mb),hour,day_of_year,month,year,DO_T_1,DO_T_3,DO_T_6,AT_T_1,AT_T_3,AT_T_6,Aerator_T_1,Aerator_T_3,Aerator_T_6
7/11/2024 14:20,0.04,25.16,21,69.71,0,1018.4,14,193,7,2024,0.02,0.01,0.01,21,23,23,0,0,0
7/11/2024 14:30,0.25,25.28,21,69.71,0,1018.4,14,193,7,2024,0.02,0.01,0.01,21,23,23,0,0,0
7/11/2024 14:40,0.19,25.34,21,69.71,0,1018.4,14,193,7,2024,0.02,0.01,0.01,21,23,23,0,0,0
7/11/2024 14:50,0.11,25.24,21,65.54,0,1018.5,14,193,7,2024,0.01,0.01,0.01,21,20,23,0,0,0
7/11/2024 15:00,0.03,25.22,21,65.54,0,1018.5,15,193,7,2024,0.01,0.02,0.01,21,21,23,0,0,0
7/11/2024 15:20,0.03,25.3,21,65.54,0,1018.5,15,193,7,2024,0.04,0.02,0.01,21,21,23,0,0,0
7/11/2024 15:30,0.11,25.32,21,65.54,0,1018.5,15,193,7,2024,0.25,0.02,0.01,21,21,23,0,0,0
7/11/2024 15:40,0.1,25.32,21,65.54,0,1018.5,15,193,7,2024,0.19,0.02,0.01,21,21,23,0,0,0
7/11/2024 15:50,0.05,25.34,21,61.58,0,1018.4,15,193,7,2024,0.11,0.02,0.01,21,21,23,0,0,0
7/11/2024 16:00,0.04,25.32,23,61.58,0,1018.4,16,193,7,2024,0.03,0.02,0.01,21,21,23,0,0,0
7/11/2024 16:10,0.05,25.32,23,61.58,0,1018.4,16,193,7,2024,0.03,0.02,0.01,21,21,23,0,0,0
7/11/2024 16:20,0.04,25.32,23,61.58,0,1018.4,16,193,7,2024,0.03,0.02,0.01,21,21,23,0,0,0
7/11/2024 16:30,0.06,25.32,23,61.58,0,1018.4,16,193,7,2024,0.11,0.02,0.01,21,21,23,0,0,0
7/11/2024 16:40,0.03,25.36,23,61.58,0,1018.4,16,193,7,2024,0.1,0.02,0.01,21,21,23,0,0,0
7/11/2024 16:50,0.04,25.34,23,58.08,0,1018.3,16,193,7,2024,0.05,0.01,0.01,21,21,23,0,0,0
7/11/2024 17:20,0.06,25.32,24,58.08,0,1018.3,17,193,7,2024,0.04,0.04,0.01,23,21,23,0,0,0
7/11/2024 19:00,0.03,25.32,27,65.33,0,1018,19,193,7,2024,0.06,0.04,0.02,24,23,21,0,0,0
7/11/2024 19:10,0.02,25.32,27,65.33,0,1018,19,193,7,2024,0.06,0.05,0.02,24,23,21,0,0,0
7/12/2024 8:10,0.02,24.76,18,100,0,1017.8,8,194,7,2024,0.02,0.02,0.02,27,27,27,0,0,0
7/12/2024 8:20,0.01,24.74,18,100,0,1017.8,8,194,7,2024,0.02,0.02,0.02,27,27,27,0,0,0
7/14/2024 3:20,0.44,25.02,23,100,0,1016.5,3,196,7,2024,0.01,0.01,0.01,18,18,18,0,0,0
7/14/2024 3:30,1.91,24.88,23,100,0,1016.5,3,196,7,2024,0.01,0.01,0.01,18,18,18,0,0,0
7/14/2024 3:40,1.66,24.84,24,100,0,1016.5,3,196,7,2024,0.01,0.01,0.01,18,18,18,0,0,0
7/14/2024 3:50,2.13,24.82,24,100,0,1018.3,3,196,7,2024,0.01,0.01,0.01,18,18,18,0,0,0
7/14/2024 4:00,2.22,24.82,24,100,0,1018.3,4,196,7,2024,0.01,0.01,0.01,18,18,18,0,0,0
7/14/2024 4:10,2.01,24.84,24,100,0,1018.3,4,196,7,2024,0.01,0.01,0.01,18,18,18,0,0,0
7/14/2024 4:20,1.93,24.84,25,100,0,1018.3,4,196,7,2024,0.44,0.01,0.01,23,18,18,0,0,0
7/14/2024 4:30,1.88,24.82,25,100,0,1018.3,4,196,7,2024,1.91,0.01,0.01,23,18,18,0,0,0
7/14/2024 4:40,1.94,24.8,25,100,0,1018.3,4,196,7,2024,1.66,0.01,0.01,24,18,18,0,0,0
7/14/2024 4:50,1.95,24.78,25,100,0,1018.8,4,196,7,2024,2.13,0.01,0.01,24,18,18,0,0,0
7/14/2024 5:00,1.73,24.8,25,100,0,1018.8,5,196,7,2024,2.22,0.01,0.01,24,18,18,0,0,0
7/14/2024 5:10,1.4,24.8,25,100,0,1018.8,5,196,7,2024,2.01,0.01,0.01,24,18,18,0,0,0
7/14/2024 5:20,1.31,24.82,23,100,0,1018.8,5,196,7,2024,1.93,0.01,0.01,25,18,18,0,0,0
Optional,1.03,24.84,23,100,0,1018.8,5,196,7,2024,1.88,0.01,0.01,25,18,18,0,0,0
7/14/2024 5:40,1.21,24.82,22,100,0,1018.8,5,196,7,2024,1.94,0.01,0.01,25,18,18,0,0,0
7/14/2024 5:50,0.92,24.86,22,100,0,1018.1,5,196,7,2024,1.95,0.01,0.01,25,18,18,0,0,0
7/14/2024 6:00,1.49,24.84,21,100,0,1018.1,6,196,7,2024,1.73,0.01,0.01,25,18,18,0,0,0
7/14/2024 6:10,1.46,24.84,21,100,0,1018.1,6,196,7,2024,1.4,0.01,0.01,25,18,18,0,0,0
7/14/2024 6:20,0.8,24.82,21,100,0,1018.1,6,196,7,2024,1.31,0.44,0.01,23,23,18,0,0,0
7/14/2024 6:30,1.48,24.84,21,100,0,1018.1,6,196,7,2024,1.03,1.91,0.01,23,23,18,0,0,0
7/14/2024 6:40,1.48,24.84,20,100,0,1018.1,6,196,7,2024,1.21,1.66,0.01,22,24,18,0,0,0
7/14/2024 6:50,1.33,24.84,20,100,0,1018.2,6,196,7,2024,0.92,2.13,0.01,22,24,18,0,0,0
7/14/2024 7:00,1.35,24.84,20,100,0,1018.2,7,196,7,2024,1.49,2.22,0.01,21,24,18,0,0,0
7/14/2024 7:10,1.16,24.86,20,100,0,1018.2,7,196,7,2024,1.46,2.01,0.01,21,24,18,0,0,0
7/14/2024 7:20,1.12,24.88,21,100,0,1018.2,7,196,7,2024,0.8,1.93,0.01,21,25,18,0,0,0
7/14/2024 7:30,1.01,24.86,21,100,0,1018.2,7,196,7,2024,1.48,1.88,0.01,21,25,18,0,0,0
7/14/2024 7:40,1.03,24.86,20,100,0,1018.2,7,196,7,2024,1.48,1.94,0.01,20,25,18,0,0,0
7/14/2024 7:50,1.02,24.86,20,94.1,0,1015.6,7,196,7,2024,1.33,1.95,0.01,20,25,18,0,0,0
7/14/2024 8:00,0.99,24.88,20,94.1,0,1015.6,8,196,7,2024,1.35,1.73,0.01,20,25,18,0,0,0
7/14/2024 8:10,0.88,24.88,20,94.1,0,1015.6,8,196,7,2024,1.16,1.4,0.01,20,25,18,0,0,0
7/14/2024 8:20,0.86,24.88,20,94.1,0,1015.6,8,196,7,2024,1.12,1.31,0.01,21,23,18,0,0,0
7/14/2024 8:30,0.83,24.88,20,94.1,0,1015.6,8,196,7,2024,1.01,1.03,0.01,21,23,18,0,0,0
7/14/2024 8:40,0.92,24.88,20,94.1,0,1015.6,8,196,7,2024,1.03,1.21,0.01,20,22,18,0,0,0
7/14/2024 8:50,0.81,24.86,20,88.51,0,1013.2,8,196,7,2024,1.02,0.92,0.01,20,22,18,0,0,0
7/14/2024 9:00,0.7,24.86,20,88.51,0,1013.2,9,196,7,2024,0.99,1.49,0.01,20,21,18,0,0,0
7/14/2024 9:10,0.72,24.86,20,88.51,0,1013.2,9,196,7,2024,0.88,1.46,0.01,20,21,18,0,0,0
7/14/2024 9:20,0.73,24.84,20,88.51,0,1013.2,9,196,7,2024,0.86,0.8,0.44,20,21,23,0,0,0
7/14/2024 9:30,0.87,24.82,20,88.51,0,1013.2,9,196,7,2024,0.83,1.48,1.91,20,21,23,0,0,0
7/14/2024 9:40,0.86,24.82,20,88.51,0,1013.2,9,196,7,2024,0.92,1.48,1.66,20,20,24,0,0,0
7/14/2024 9:50,0.79,24.84,20,88.51,0,1014.6,9,196,7,2024,0.81,1.33,2.13,20,20,24,0,0,0
7/14/2024 10:00,0.68,24.84,20,100,0,1014.6,10,196,7,2024,0.7,1.35,2.22,20,20,24,0,0,0
7/14/2024 10:10,0.69,24.86,20,100,0,1014.6,10,196,7,2024,0.72,1.16,2.01,20,20,24,0,0,0
7/14/2024 10:20,0.81,24.88,20,100,0,1014.6,10,196,7,2024,0.73,1.12,1.93,20,21,25,0,0,0
7/14/2024 10:30,0.86,24.86,20,100,0,1014.6,10,196,7,2024,0.87,1.01,1.88,20,21,25,0,0,0
7/14/2024 10:40,0.74,24.86,20,100,0,1014.6,10,196,7,2024,0.86,1.03,1.94,20,20,25,0,0,0
7/14/2024 10:50,0.71,24.9,21,100,0,1015.5,10,196,7,2024,0.79,1.02,1.95,20,20,25,0,0,0
7/14/2024 11:00,0.86,24.96,21,100,0,1015.5,11,196,7,2024,0.68,0.99,1.73,20,20,25,0,0,0
7/14/2024 11:10,0.58,24.98,21,100,0,1015.5,11,196,7,2024,0.69,0.88,1.4,20,20,25,0,0,0
7/14/2024 11:20,0.54,25,21,100,0,1015.5,11,196,7,2024,0.81,0.86,1.31,20,20,23,0,0,0
7/14/2024 11:30,0.52,24.96,21,100,0,1015.5,11,196,7,2024,0.86,0.83,1.03,20,20,23,0,0,0
7/14/2024 11:40,0.55,24.92,21,100,0,1015.5,11,196,7,2024,0.74,0.92,1.21,20,20,22,0,0,0
7/14/2024 11:50,0.62,24.94,22,94.14,0,1015.4,11,196,7,2024,0.71,0.81,0.92,21,20,22,0,0,0
7/14/2024 12:00,0.4,24.9,22,94.14,0,1015.4,12,196,7,2024,0.86,0.7,1.49,21,20,21,0,0,0
7/14/2024 12:10,0.61,24.92,22,94.14,0,1015.4,12,196,7,2024,0.58,0.72,1.46,21,20,21,0,0,0
7/14/2024 12:20,0.78,24.94,22,94.14,0,1015.4,12,196,7,2024,0.54,0.73,0.8,21,20,21,0,0,0
7/14/2024 12:30,0.6,24.94,22,94.14,0,1015.4,12,196,7,2024,0.52,0.87,1.48,21,20,21,0,0,0
7/14/2024 12:40,0.81,24.96,22,94.14,0,1015.4,12,196,7,2024,0.55,0.86,1.48,21,20,20,0,0,0
7/14/2024 12:50,0.55,24.92,23,62.25,0,1015.5,12,196,7,2024,0.62,0.79,1.33,22,20,20,0,0,0
7/14/2024 13:00,0.41,24.94,23,62.25,0,1015.5,13,196,7,2024,0.4,0.68,1.35,22,20,20,0,0,0
7/14/2024 13:10,0.3,24.92,23,62.25,0,1015.5,13,196,7,2024,0.61,0.69,1.16,22,20,20,0,0,0
7/14/2024 13:20,0.36,24.94,23,62.25,0,1015.5,13,196,7,2024,0.78,0.81,1.12,22,20,21,0,0,0
7/14/2024 13:30,0.62,24.96,23,62.25,0,1015.5,13,196,7,2024,0.6,0.86,1.01,22,20,21,0,0,0
7/14/2024 13:40,0.35,24.98,23,62.25,0,1015.5,13,196,7,2024,0.81,0.74,1.03,22,20,20,0,0,0
7/14/2024 13:50,0.32,24.98,23,70.08,0,1017,13,196,7,2024,0.55,0.71,1.02,23,21,20,0,0,0
7/14/2024 14:00,0.24,24.98,23,70.08,0,1017,14,196,7,2024,0.41,0.86,0.99,23,21,20,0,0,0
7/14/2024 14:10,0.19,25,22,70.08,0,1017,14,196,7,2024,0.3,0.58,0.88,23,21,20,0,0,0
7/14/2024 14:20,0.13,25,22,70.08,0,1017,14,196,7,2024,0.36,0.54,0.86,23,21,20,0,0,0
7/14/2024 14:30,0.01,25.02,22,70.08,0,1017,14,196,7,2024,0.62,0.52,0.83,23,21,20,0,0,0
7/14/2024 14:40,0.08,25.02,22,70.08,0,1017,14,196,7,2024,0.35,0.55,0.92,23,21,20,0,0,0
7/14/2024 14:50,0.1,25.04,22,78.9,0,1013.3,14,196,7,2024,0.32,0.62,0.81,23,22,20,0,0,0
7/14/2024 15:00,0.03,25.06,22,78.9,0,1013.3,15,196,7,2024,0.24,0.4,0.7,23,22,20,0,0,0
7/14/2024 15:10,0.11,25.06,22,78.9,0,1013.3,15,196,7,2024,0.19,0.61,0.72,22,22,20,0,0,0
7/14/2024 15:40,0.12,25.06,22,78.9,0,1013.3,15,196,7,2024,0.08,0.81,0.86,22,22,20,0,0,0
7/14/2024 15:50,0.07,25.08,21,78.9,0,1013,15,196,7,2024,0.1,0.55,0.79,22,23,20,0,0,0
7/14/2024 16:30,0.06,25.08,21,83.88,0,1013,16,196,7,2024,0.11,0.62,0.86,22,23,20,0,0,0
7/14/2024 17:40,0.16,25.1,24,70.45,0,1012.6,17,196,7,2024,0.06,0.08,0.55,21,22,21,0,0,0
7/14/2024 17:50,0.06,25.1,30,70.45,0,1011.7,17,196,7,2024,0.06,0.1,0.62,21,22,22,0,0,0
7/14/2024 18:00,0.07,25.1,30,70.45,0,1011.7,18,196,7,2024,0.06,0.03,0.4,21,22,22,0,0,0
7/14/2024 18:10,0.07,25.12,30,70.45,0,1011.7,18,196,7,2024,0.06,0.11,0.61,21,22,22,0,0,0
7/14/2024 18:40,0.01,25.08,30,70.45,0,1011.7,18,196,7,2024,0.16,0.12,0.81,24,22,22,0,0,0
7/14/2024 22:10,0.35,25.12,31,94.31,0,1012,22,196,7,2024,0.01,0.01,0.07,30,30,21,0,0,0
7/14/2024 22:30,4.63,25.92,31,94.31,0,1012,22,196,7,2024,0.01,0.01,0.06,30,30,21,0,0,0
7/14/2024 22:40,3.74,25.9,31,94.31,0,1012,22,196,7,2024,0.01,0.01,0.06,30,30,21,0,0,0
7/14/2024 22:50,3.44,25.48,31,94.31,0,1011.6,22,196,7,2024,0.01,0.01,0.06,30,30,21,0,0,0
7/14/2024 23:00,2.93,25.4,31,100,0,1011.6,23,196,7,2024,0.01,0.01,0.06,30,30,21,0,0,0
7/14/2024 23:10,2.23,25.44,31,100,0,1011.6,23,196,7,2024,0.35,0.01,0.06,31,30,21,0,0,0
7/14/2024 23:20,2.51,25.38,31,100,0,1011.6,23,196,7,2024,0.35,0.01,0.06,31,30,21,0,0,0
7/14/2024 23:30,2.3,25.14,31,100,0,1011.6,23,196,7,2024,4.63,0.01,0.06,31,30,21,0,0,0
7/14/2024 23:40,2.03,24.9,31,100,0,1011.6,23,196,7,2024,3.74,0.01,0.16,31,30,24,0,0,0
7/14/2024 23:50,2.22,24.78,31,100,0,1011.5,23,196,7,2024,3.44,0.01,0.06,31,30,30,0,0,0
7/15/2024 0:00,2.04,24.82,31,100,0,1011.5,0,197,7,2024,2.93,0.01,0.07,31,30,30,0,0,0
7/15/2024 0:10,1.61,24.86,31,100,0,1011.5,0,197,7,2024,2.23,0.01,0.07,31,30,30,0,0,0
7/15/2024 0:20,1.11,24.9,31,100,0,1011.5,0,197,7,2024,2.51,0.01,0.07,31,30,30,0,0,0
7/15/2024 0:30,2.19,24.82,31,100,0,1011.5,0,197,7,2024,2.3,0.01,0.07,31,30,30,0,0,0
7/15/2024 0:40,2.49,24.68,31,100,0,1011.5,0,197,7,2024,2.03,0.01,0.01,31,30,30,0,0,0
7/15/2024 0:50,2.12,24.7,31,100,0,1009.9,0,197,7,2024,2.22,0.01,0.01,31,30,30,0,0,0
7/15/2024 1:00,2.02,24.7,29,100,0,1009.9,1,197,7,2024,2.04,0.01,0.01,31,30,30,0,0,0
7/15/2024 1:10,2.09,24.68,29,100,0,1009.9,1,197,7,2024,1.61,0.35,0.01,31,31,30,0,0,0
7/15/2024 1:20,2.12,24.66,28,100,0,1009.9,1,197,7,2024,1.11,0.35,0.01,31,31,30,0,0,0
7/15/2024 1:30,1.84,24.64,28,100,0,1009.9,1,197,7,2024,2.19,4.63,0.01,31,31,30,0,0,0
7/15/2024 1:40,1.78,24.62,0,100,0,1009.9,1,197,7,2024,2.49,3.74,0.01,31,31,30,0,0,0
7/15/2024 1:50,1.38,24.62,0,100,0,1009.5,1,197,7,2024,2.12,3.44,0.01,31,31,30,0,0,0
7/15/2024 2:00,1.18,24.6,29,100,0,1009.5,2,197,7,2024,2.02,2.93,0.01,29,31,30,0,0,0
7/15/2024 2:10,1.35,24.58,29,100,0,1009.5,2,197,7,2024,2.09,2.23,0.01,29,31,30,0,0,0
7/15/2024 2:20,1.12,24.56,28,100,0,1009.5,2,197,7,2024,2.12,2.51,0.01,28,31,30,0,0,0
7/15/2024 2:30,0.89,24.54,28,100,0,1009.5,2,197,7,2024,1.84,2.3,0.01,28,31,30,0,0,0
7/15/2024 2:40,1.2,24.54,28,100,0,1009.5,2,197,7,2024,1.78,2.03,0.01,0,31,30,0,0,0
7/15/2024 2:50,1.03,24.52,28,100,0,1009.6,2,197,7,2024,1.38,2.22,0.01,0,31,30,0,0,0
7/15/2024 3:00,1.09,24.5,28,100,0,1009.6,3,197,7,2024,1.18,2.04,0.01,29,31,30,0,0,0
7/15/2024 3:10,1.17,24.46,28,100,0,1009.6,3,197,7,2024,1.35,1.61,0.01,29,31,30,0,0,0
7/15/2024 3:20,1.1,24.42,28,100,0,1009.6,3,197,7,2024,1.12,1.11,0.01,28,31,30,0,0,0
7/15/2024 3:30,0.81,24.42,28,100,0,1009.6,3,197,7,2024,0.89,2.19,0.01,28,31,30,0,0,0
7/15/2024 3:40,0.71,24.4,23,100,0,1009.6,3,197,7,2024,1.2,2.49,0.01,28,31,30,0,0,0
7/15/2024 3:50,0.56,24.38,23,100,0,1011.3,3,197,7,2024,1.03,2.12,0.01,28,31,30,0,0,0
7/15/2024 4:00,0.7,24.34,21,100,0,1011.3,4,197,7,2024,1.09,2.02,0.01,28,29,30,0,0,0
7/15/2024 4:10,0.64,24.32,21,100,0,1011.3,4,197,7,2024,1.17,2.09,0.35,28,29,31,0,0,0
7/15/2024 4:20,0.74,24.3,21,100,0,1011.3,4,197,7,2024,1.1,2.12,0.35,28,28,31,0,0,0
7/15/2024 4:30,0.72,24.3,21,100,0,1011.3,4,197,7,2024,0.81,1.84,4.63,28,28,31,0,0,0
7/15/2024 4:40,0.72,24.28,21,100,0,1011.3,4,197,7,2024,0.71,1.78,3.74,23,0,31,0,0,0
7/15/2024 4:50,0.71,24.28,21,100,0,1010.5,4,197,7,2024,0.56,1.38,3.44,23,0,31,0,0,0
7/15/2024 5:00,0.92,24.26,21,100,0,1010.5,5,197,7,2024,0.7,1.18,2.93,21,29,31,0,0,0
7/15/2024 5:10,0.84,24.26,21,100,0,1010.5,5,197,7,2024,0.64,1.35,2.23,21,29,31,0,0,0
7/15/2024 5:20,0.85,24.26,21,100,0,1010.5,5,197,7,2024,0.74,1.12,2.51,21,28,31,0,0,0
7/15/2024 5:30,0.91,24.26,21,100,0,1010.5,5,197,7,2024,0.72,0.89,2.3,21,28,31,0,0,0
7/15/2024 5:40,0.91,24.24,21,100,0,1010.5,5,197,7,2024,0.72,1.2,2.03,21,28,31,0,0,0
7/15/2024 5:50,0.99,24.24,21,100,0,1010.2,5,197,7,2024,0.71,1.03,2.22,21,28,31,0,0,0
7/15/2024 6:00,1.07,24.26,21,100,0,1010.2,6,197,7,2024,0.92,1.09,2.04,21,28,31,0,0,0
7/15/2024 6:10,0.74,24.26,21,100,0,1010.2,6,197,7,2024,0.84,1.17,1.61,21,28,31,0,0,0
7/15/2024 6:20,0.58,24.24,21,100,0,1010.2,6,197,7,2024,0.85,1.1,1.11,21,28,31,0,0,0
7/15/2024 6:30,0.66,24.24,21,100,0,1010.2,6,197,7,2024,0.91,0.81,2.19,21,28,31,0,0,0
7/15/2024 6:40,0.86,24.24,21,100,0,1010.2,6,197,7,2024,0.91,0.71,2.49,21,23,31,0,0,0
7/15/2024 6:50,0.82,24.26,21,100,0,1009.3,6,197,7,2024,0.99,0.56,2.12,21,23,31,0,0,0
7/15/2024 7:00,0.76,24.26,21,100,0,1009.3,7,197,7,2024,1.07,0.7,2.02,21,21,29,0,0,0
7/15/2024 7:10,0.49,24.26,21,100,0,1009.3,7,197,7,2024,0.74,0.64,2.09,21,21,29,0,0,0
7/15/2024 7:20,0.53,24.3,21,100,0,1009.3,7,197,7,2024,0.58,0.74,2.12,21,21,28,0,0,0
7/15/2024 7:30,0.53,24.3,21,100,0,1009.3,7,197,7,2024,0.66,0.72,1.84,21,21,28,0,0,0
7/15/2024 7:40,0.46,24.3,21,100,0,1009.3,7,197,7,2024,0.86,0.72,1.78,21,21,0,0,0,0
7/15/2024 7:50,0.34,24.28,21,100,0,1009.4,7,197,7,2024,0.82,0.71,1.38,21,21,0,0,0,0
7/15/2024 8:00,0.39,24.28,21,100,0,1009.4,8,197,7,2024,0.76,0.92,1.18,21,21,29,0,0,0
7/15/2024 8:10,0.81,24.3,21,100,0,1009.4,8,197,7,2024,0.49,0.84,1.35,21,21,29,0,0,0
7/15/2024 8:20,0.85,24.3,21,100,0,1009.4,8,197,7,2024,0.53,0.85,1.12,21,21,28,0,0,0
7/15/2024 8:30,0.87,24.32,21,100,0,1009.4,8,197,7,2024,0.53,0.91,0.89,21,21,28,0,0,0
7/15/2024 8:40,1.02,24.34,21,100,0,1009.4,8,197,7,2024,0.46,0.91,1.2,21,21,28,0,0,0
7/15/2024 8:50,1.14,24.36,21,100,0,1010.4,8,197,7,2024,0.34,0.99,1.03,21,21,28,0,0,0
7/15/2024 9:00,0.96,24.38,21,100,0,1010.4,9,197,7,2024,0.39,1.07,1.09,21,21,28,0,0,0
7/15/2024 9:10,0.69,24.4,21,100,0,1010.4,9,197,7,2024,0.81,0.74,1.17,21,21,28,0,0,0
7/15/2024 9:20,0.55,24.42,21,100,0,1010.4,9,197,7,2024,0.85,0.58,1.1,21,21,28,0,0,0
7/15/2024 9:30,0.49,24.44,21,100,0,1010.4,9,197,7,2024,0.87,0.66,0.81,21,21,28,0,0,0
7/15/2024 9:40,0.48,24.42,20,100,0,1010.4,9,197,7,2024,1.02,0.86,0.71,21,21,23,0,0,0
7/15/2024 9:50,0.49,24.44,20,88.67,0,1010.7,9,197,7,2024,1.14,0.82,0.56,21,21,23,0,0,0
7/15/2024 10:00,0.49,24.44,20,88.67,0,1010.7,10,197,7,2024,0.96,0.76,0.7,21,21,21,0,0,0
7/15/2024 10:10,0.52,24.42,20,88.67,0,1010.7,10,197,7,2024,0.69,0.49,0.64,21,21,21,0,0,0
7/15/2024 10:20,0.43,24.42,20,88.67,0,1010.7,10,197,7,2024,0.55,0.53,0.74,21,21,21,0,0,0
7/15/2024 10:30,0.36,24.44,20,88.67,0,1010.7,10,197,7,2024,0.49,0.53,0.72,21,21,21,0,0,0
7/15/2024 10:40,0.27,24.42,20,88.67,0,1010.7,10,197,7,2024,0.48,0.46,0.72,20,21,21,0,0,0
7/15/2024 10:50,0.41,24.42,20,83.66,0,1010.4,10,197,7,2024,0.49,0.34,0.71,20,21,21,0,0,0
7/15/2024 11:00,0.42,24.42,20,83.66,0,1010.4,11,197,7,2024,0.49,0.39,0.92,20,21,21,0,0,0
7/15/2024 11:10,0.44,24.42,20,83.66,0,1010.4,11,197,7,2024,0.52,0.81,0.84,20,21,21,0,0,0
7/15/2024 11:20,0.53,24.44,20,83.66,0,1010.4,11,197,7,2024,0.43,0.85,0.85,20,21,21,0,0,0
7/15/2024 11:30,0.47,24.44,20,83.66,0,1010.4,11,197,7,2024,0.36,0.87,0.91,20,21,21,0,0,0
7/15/2024 11:40,0.31,24.44,20,83.66,0,1010.4,11,197,7,2024,0.27,1.02,0.91,20,21,21,0,0,0
7/15/2024 11:50,0.25,24.44,20,83.88,0,1010.4,11,197,7,2024,0.41,1.14,0.99,20,21,21,0,0,0
7/15/2024 12:00,0.14,24.44,20,83.88,0,1010.4,12,197,7,2024,0.42,0.96,1.07,20,21,21,0,0,0
7/15/2024 12:10,0.12,24.46,20,83.88,0,1010.4,12,197,7,2024,0.44,0.69,0.74,20,21,21,0,0,0
7/15/2024 12:20,0.14,24.46,20,83.88,0,1010.4,12,197,7,2024,0.53,0.55,0.58,20,21,21,0,0,0
7/15/2024 12:30,0.1,24.46,20,83.88,0,1010.4,12,197,7,2024,0.47,0.49,0.66,20,21,21,0,0,0
7/15/2024 12:40,0.16,24.46,20,83.88,0,1010.4,12,197,7,2024,0.31,0.48,0.86,20,20,21,0,0,0
7/15/2024 12:50,0.22,24.48,22,83.88,0,1010.7,12,197,7,2024,0.25,0.49,0.82,20,20,21,0,0,0
7/15/2024 13:00,0.11,24.48,22,88.98,0,1010.7,13,197,7,2024,0.14,0.49,0.76,20,20,21,0,0,0
7/15/2024 13:10,0.04,24.48,22,88.98,0,1010.7,13,197,7,2024,0.12,0.52,0.49,20,20,21,0,0,0
7/15/2024 13:20,0.11,24.5,22,88.98,0,1010.7,13,197,7,2024,0.14,0.43,0.53,20,20,21,0,0,0
7/15/2024 13:30,0.16,24.52,22,88.98,0,1010.7,13,197,7,2024,0.1,0.36,0.53,20,20,21,0,0,0
7/15/2024 13:40,0.16,24.52,22,88.98,0,1010.7,13,197,7,2024,0.16,0.27,0.46,20,20,21,0,0,0
