DATE,DO,Air temp C,Relative Humidity (%),Atmospheric Pressure (mb),hour,AT_TLAG_1hr,AT_TLAG_3hr,AT_TLAG_6hrs,DO_delta_1h,DO_1h,DO_delta_3h,DO_3h,DO_delta_6h,DO_6h,DO_delta_12h,DO_12h,DO_delta_24h,DO_24h
2024-07-14 06:10:00,1.46,21.0,100.0,1018.1,6.0,25.0,18.0,18.0,-0.3,1.16,-0.74,0.72,-0.85,0.61,-1.39,0.07,-0.72,0.74
2024-07-14 06:30:00,1.48,21.0,100.0,1018.1,6.0,23.0,23.0,18.0,-0.47,1.01,-0.61,0.87,-0.88,0.6,-1.47,0.01,-0.82,0.66
2024-07-14 06:40:00,1.48,20.0,100.0,1018.1,6.0,22.0,24.0,18.0,-0.45,1.03,-0.62,0.86,-0.67,0.81,-1.47,0.01,-0.62,0.86
2024-07-14 06:50:00,1.33,20.0,100.0,1018.2,6.0,22.0,24.0,18.0,-0.31,1.02,-0.54,0.79,-0.78,0.55,-0.98,0.35,-0.51,0.82
2024-07-14 07:00:00,1.35,20.0,100.0,1018.2,7.0,21.0,24.0,18.0,-0.36,0.99,-0.67,0.68,-0.94,0.41,-1.0,0.35,-0.59,0.76
2024-07-14 07:10:00,1.16,20.0,100.0,1018.2,7.0,21.0,24.0,18.0,-0.28,0.88,-0.47,0.69,-0.86,0.3,-0.81,0.35,-0.67,0.49
2024-07-14 07:20:00,1.12,21.0,100.0,1018.2,7.0,21.0,25.0,18.0,-0.26,0.86,-0.31,0.81,-0.76,0.36,-0.77,0.35,-0.59,0.53
2024-07-14 07:30:00,1.01,21.0,100.0,1018.2,7.0,21.0,25.0,18.0,-0.18,0.83,-0.15,0.86,-0.39,0.62,-0.66,0.35,-0.48,0.53
2024-07-14 07:40:00,1.03,20.0,100.0,1018.2,7.0,20.0,25.0,18.0,-0.11,0.92,-0.29,0.74,-0.68,0.35,-0.68,0.35,-0.57,0.46
2024-07-14 07:50:00,1.02,20.0,94.1,1015.6,7.0,20.0,25.0,18.0,-0.21,0.81,-0.31,0.71,-0.7,0.32,-0.67,0.35,-0.68,0.34
2024-07-14 22:30:00,4.63,31.0,94.31,1012.0,22.0,30.0,30.0,21.0,-2.33,2.3,-2.79,1.84,-3.91,0.72,-4.27,0.36,-4.53,0.1
2024-07-14 22:40:00,3.74,31.0,94.31,1012.0,22.0,30.0,30.0,21.0,-1.71,2.03,-1.96,1.78,-3.02,0.72,-3.47,0.27,-3.63,0.11
2024-07-14 22:50:00,3.44,31.0,94.31,1011.6,22.0,30.0,30.0,21.0,-1.22,2.22,-2.06,1.38,-2.73,0.71,-3.03,0.41,-3.38,0.06
2024-07-14 23:00:00,2.93,31.0,100.0,1011.6,23.0,30.0,30.0,21.0,-0.89,2.04,-1.75,1.18,-2.01,0.92,-2.51,0.42,-2.91,0.02
2024-07-14 23:10:00,2.23,31.0,100.0,1011.6,23.0,31.0,30.0,21.0,-0.62,1.61,-0.88,1.35,-1.39,0.84,-1.79,0.44,-2.19,0.04
2024-07-14 23:20:00,2.51,31.0,100.0,1011.6,23.0,31.0,30.0,21.0,-1.4,1.11,-1.39,1.12,-1.66,0.85,-1.98,0.53,-2.49,0.02
2024-07-14 23:30:00,2.3,31.0,100.0,1011.6,23.0,31.0,30.0,21.0,-0.11,2.19,-1.41,0.89,-1.39,0.91,-1.83,0.47,-2.27,0.03
2024-07-14 23:40:00,2.03,31.0,100.0,1011.6,23.0,31.0,30.0,24.0,0.46,2.49,-0.83,1.2,-1.12,0.91,-1.72,0.31,-2.0,0.03
2024-07-14 23:50:00,2.22,31.0,100.0,1011.5,23.0,31.0,30.0,30.0,-0.1,2.12,-1.19,1.03,-1.23,0.99,-1.97,0.25,-2.19,0.03
2024-07-15 00:00:00,2.04,31.0,100.0,1011.5,0.0,31.0,30.0,30.0,-0.02,2.02,-0.95,1.09,-0.97,1.07,-1.9,0.14,-2.01,0.03
2024-07-15 00:10:00,1.61,31.0,100.0,1011.5,0.0,31.0,30.0,30.0,0.48,2.09,-0.44,1.17,-0.87,0.74,-1.49,0.12,-1.58,0.03
2024-07-15 00:20:00,1.11,31.0,100.0,1011.5,0.0,31.0,30.0,30.0,1.01,2.12,-0.01,1.1,-0.53,0.58,-0.97,0.14,-1.08,0.03
2024-07-15 00:30:00,2.19,31.0,100.0,1011.5,0.0,31.0,30.0,30.0,-0.35,1.84,-1.38,0.81,-1.53,0.66,-2.09,0.1,-2.16,0.03
2024-07-15 00:40:00,2.49,31.0,100.0,1011.5,0.0,31.0,30.0,30.0,-0.71,1.78,-1.78,0.71,-1.63,0.86,-2.33,0.16,-2.46,0.03
2024-07-15 00:50:00,2.12,31.0,100.0,1009.9,0.0,31.0,30.0,30.0,-0.74,1.38,-1.56,0.56,-1.3,0.82,-1.9,0.22,-2.09,0.03
2024-07-15 01:00:00,2.02,29.0,100.0,1009.9,1.0,31.0,30.0,30.0,-0.84,1.18,-1.32,0.7,-1.26,0.76,-1.91,0.11,-1.99,0.03
2024-07-15 01:10:00,2.09,29.0,100.0,1009.9,1.0,31.0,31.0,30.0,-0.74,1.35,-1.45,0.64,-1.6,0.49,-2.05,0.04,-2.06,0.03
2024-07-15 01:20:00,2.12,28.0,100.0,1009.9,1.0,31.0,31.0,30.0,-1.0,1.12,-1.38,0.74,-1.59,0.53,-2.01,0.11,-2.09,0.03
2024-07-15 01:30:00,1.84,28.0,100.0,1009.9,1.0,31.0,31.0,30.0,-0.95,0.89,-1.12,0.72,-1.31,0.53,-1.68,0.16,-1.81,0.03
2024-07-15 01:40:00,1.78,0.0,100.0,1009.9,1.0,31.0,31.0,30.0,-0.58,1.2,-1.06,0.72,-1.32,0.46,-1.62,0.16,-1.75,0.03
2024-07-15 01:50:00,1.38,0.0,100.0,1009.5,1.0,31.0,31.0,30.0,-0.35,1.03,-0.67,0.71,-1.04,0.34,-1.21,0.17,-1.35,0.03
2024-07-15 02:00:00,1.18,29.0,100.0,1009.5,2.0,29.0,31.0,30.0,-0.09,1.09,-0.26,0.92,-0.79,0.39,-1.07,0.11,-1.15,0.03
2024-07-15 02:10:00,1.35,29.0,100.0,1009.5,2.0,29.0,31.0,30.0,-0.18,1.17,-0.51,0.84,-0.54,0.81,-1.28,0.07,-1.32,0.03
2024-07-15 02:20:00,1.12,28.0,100.0,1009.5,2.0,28.0,31.0,30.0,-0.02,1.1,-0.27,0.85,-0.27,0.85,-1.1,0.02,-1.09,0.03
2024-07-15 02:40:00,1.2,28.0,100.0,1009.5,2.0,0.0,31.0,30.0,-0.49,0.71,-0.29,0.91,-0.18,1.02,-1.17,0.03,-1.17,0.03
2024-07-15 02:50:00,1.03,28.0,100.0,1009.6,2.0,0.0,31.0,30.0,-0.47,0.56,-0.04,0.99,0.11,1.14,-1.02,0.01,-1.0,0.03
2024-07-15 03:00:00,1.09,28.0,100.0,1009.6,3.0,29.0,31.0,30.0,-0.39,0.7,-0.02,1.07,-0.13,0.96,-1.08,0.01,-1.06,0.03
2024-07-15 03:10:00,1.17,28.0,100.0,1009.6,3.0,29.0,31.0,30.0,-0.53,0.64,-0.43,0.74,-0.48,0.69,-0.96,0.21,-1.14,0.03
2024-07-15 03:20:00,1.1,28.0,100.0,1009.6,3.0,28.0,31.0,30.0,-0.36,0.74,-0.52,0.58,-0.55,0.55,-0.89,0.21,-1.07,0.03
2024-07-15 06:00:00,1.07,21.0,100.0,1010.2,6.0,21.0,28.0,31.0,-0.31,0.76,-0.11,0.96,-0.93,0.14,-1.05,0.02,-1.04,0.03
2024-07-15 08:40:00,1.02,21.0,100.0,1009.4,8.0,21.0,21.0,28.0,-0.54,0.48,-0.71,0.31,-0.99,0.03,-0.98,0.04,-0.99,0.03
2024-07-15 08:50:00,1.14,21.0,100.0,1010.4,8.0,21.0,21.0,28.0,-0.65,0.49,-0.89,0.25,-1.13,0.01,-1.1,0.04,-1.11,0.03
2024-07-16 10:50:00,1.31,20.0,88.75,1007.2,10.0,20.0,31.0,31.0,0.43,1.74,0.29,1.6,-0.31,1.0,-0.43,0.88,-1.24,0.07
2024-07-16 11:00:00,1.46,20.0,88.75,1007.2,11.0,20.0,31.0,31.0,0.01,1.47,-0.04,1.42,-0.88,0.58,-0.77,0.69,-1.39,0.07
2024-07-16 11:10:00,1.33,20.0,88.75,1007.2,11.0,20.0,31.0,31.0,0.21,1.54,-0.04,1.29,-0.79,0.54,-0.63,0.7,-1.26,0.07
2024-07-16 11:20:00,1.39,20.0,88.75,1007.2,11.0,20.0,31.0,31.0,0.24,1.63,-0.22,1.17,-0.34,1.05,-0.65,0.74,-1.32,0.07
2024-07-16 11:40:00,1.59,20.0,88.75,1007.2,11.0,20.0,31.0,31.0,0.26,1.85,-0.23,1.36,-0.62,0.97,-0.92,0.67,-1.52,0.07
2024-07-16 11:50:00,1.74,21.0,88.75,1007.7,11.0,20.0,31.0,31.0,0.21,1.95,-0.24,1.5,-1.16,0.58,-1.02,0.72,-1.67,0.07
2024-07-16 12:00:00,1.47,21.0,78.76,1007.7,12.0,20.0,31.0,31.0,0.38,1.85,-0.16,1.31,-1.03,0.44,-0.66,0.81,-1.4,0.07
2024-07-16 12:10:00,1.54,21.0,78.76,1007.7,12.0,20.0,31.0,31.0,0.37,1.91,-0.28,1.26,-0.86,0.68,-0.74,0.8,-1.46,0.08
2024-07-16 12:20:00,1.63,21.0,78.76,1007.7,12.0,20.0,31.0,31.0,0.27,1.9,-0.29,1.34,-0.86,0.77,-0.83,0.8,-1.48,0.15
2024-07-16 12:30:00,1.69,21.0,78.76,1007.7,12.0,20.0,31.0,31.0,0.18,1.87,-1.11,0.58,-0.85,0.84,-0.93,0.76,-1.59,0.1
2024-07-16 12:40:00,1.85,21.0,78.76,1007.7,12.0,20.0,20.0,31.0,-0.17,1.68,-1.43,0.42,-0.97,0.88,-1.08,0.77,-1.83,0.02
2024-07-16 12:50:00,1.95,21.0,78.76,1008.1,12.0,21.0,20.0,31.0,-0.35,1.6,-1.56,0.39,-1.21,0.74,-1.25,0.7,-1.75,0.2
2024-07-16 13:00:00,1.85,22.0,74.28,1008.1,13.0,21.0,20.0,31.0,-0.43,1.42,-1.39,0.46,-0.96,0.89,-1.21,0.64,-1.45,0.4
2024-07-16 13:10:00,1.91,22.0,74.28,1008.1,13.0,21.0,20.0,31.0,-0.62,1.29,-1.24,0.67,-0.68,1.23,-1.37,0.54,-1.75,0.16
2024-07-16 13:20:00,1.9,22.0,74.28,1008.1,13.0,21.0,20.0,31.0,-0.73,1.17,-0.51,1.39,-0.82,1.08,-1.4,0.5,-1.8,0.1
2024-07-16 13:30:00,1.87,22.0,74.28,1008.1,13.0,21.0,20.0,31.0,-0.52,1.35,-1.41,0.46,-0.7,1.17,-1.32,0.55,-1.57,0.3
2024-07-16 13:40:00,1.68,22.0,74.28,1008.1,13.0,21.0,20.0,31.0,-0.32,1.36,-1.39,0.29,-0.55,1.13,-1.03,0.65,-1.46,0.22
2024-07-16 13:50:00,1.6,23.0,74.28,1008.4,13.0,21.0,20.0,31.0,-0.1,1.5,-0.6,1.0,-0.52,1.08,-1.03,0.57,-1.49,0.11
2024-07-16 14:00:00,1.42,23.0,74.44,1008.4,14.0,22.0,20.0,31.0,-0.11,1.31,-0.84,0.58,-0.53,0.89,-0.93,0.49,-1.36,0.06
2024-07-16 14:10:00,1.29,23.0,74.44,1008.4,14.0,22.0,20.0,31.0,-0.03,1.26,-0.75,0.54,-0.23,1.06,-0.73,0.56,-1.28,0.01
2024-07-16 14:20:00,1.17,23.0,74.44,1008.4,14.0,22.0,20.0,31.0,0.17,1.34,-0.12,1.05,-0.2,0.97,-0.63,0.54,-0.92,0.25
2024-07-16 14:30:00,1.35,23.0,74.44,1008.4,14.0,22.0,20.0,31.0,-0.77,0.58,-0.4,0.95,-0.45,0.9,-0.83,0.52,-1.08,0.27
2024-07-16 14:40:00,1.36,23.0,74.44,1008.4,14.0,22.0,20.0,31.0,-0.94,0.42,-0.39,0.97,-0.46,0.9,-1.27,0.09,-1.22,0.14
2024-07-16 14:50:00,1.5,24.0,78.9,1008.4,14.0,23.0,21.0,31.0,-1.11,0.39,-0.92,0.58,-0.66,0.84,-1.45,0.05,-1.47,0.03
2024-07-16 15:00:00,1.31,24.0,78.9,1008.4,15.0,23.0,21.0,31.0,-0.85,0.46,-0.87,0.44,-0.39,0.92,-1.24,0.07,-1.08,0.23
2024-07-16 15:10:00,1.26,24.0,78.9,1008.4,15.0,23.0,21.0,31.0,-0.59,0.67,-0.58,0.68,-0.37,0.89,-1.11,0.15,-1.05,0.21
2024-07-16 15:20:00,1.34,24.0,78.9,1008.4,15.0,23.0,21.0,31.0,0.05,1.39,-0.57,0.77,-0.27,1.07,-1.19,0.15,-1.19,0.15
2024-07-16 16:20:00,1.39,26.0,79.04,1008.4,16.0,24.0,22.0,20.0,-0.34,1.05,-0.31,1.08,-0.58,0.81,-1.32,0.07,-1.19,0.2
2024-07-16 16:50:00,1.0,26.0,74.44,1008.6,16.0,26.0,23.0,20.0,-0.42,0.58,0.08,1.08,-0.12,0.88,-0.96,0.04,-0.91,0.09
2024-07-16 17:20:00,1.05,27.0,74.44,1008.6,17.0,26.0,23.0,20.0,-0.28,0.77,-0.08,0.97,-0.31,0.74,-1.04,0.01,-0.89,0.16
2024-07-16 19:10:00,1.23,29.0,74.28,1008.6,19.0,28.0,26.0,22.0,-0.17,1.06,-0.33,0.9,-0.69,0.54,-1.18,0.05,-1.11,0.12
2024-07-16 19:20:00,1.08,28.0,74.28,1008.6,19.0,28.0,26.0,22.0,-0.11,0.97,-0.27,0.81,-0.58,0.5,-1.03,0.05,-0.95,0.13
2024-07-16 19:30:00,1.17,28.0,74.28,1008.6,19.0,28.0,26.0,22.0,-0.27,0.9,-0.58,0.59,-0.62,0.55,-1.12,0.05,-1.08,0.09
2024-07-16 19:40:00,1.13,28.0,74.28,1008.6,19.0,28.0,26.0,22.0,-0.23,0.9,-0.49,0.64,-0.48,0.65,-0.97,0.16,-1.11,0.02
2024-07-16 19:50:00,1.08,28.0,74.11,1009.0,19.0,28.0,26.0,23.0,-0.24,0.84,-0.2,0.88,-0.51,0.57,-0.94,0.14,-1.07,0.01
2024-07-16 20:10:00,1.06,28.0,74.11,1009.0,20.0,29.0,27.0,23.0,-0.17,0.89,-0.36,0.7,-0.5,0.56,-1.03,0.03,-1.05,0.01
2024-07-16 21:20:00,1.07,29.0,83.55,1009.1,21.0,28.0,28.0,24.0,-0.26,0.81,-0.27,0.8,-0.92,0.15,-1.0,0.07,-1.03,0.04
2024-07-16 21:30:00,1.01,29.0,83.55,1009.1,21.0,28.0,28.0,24.0,-0.42,0.59,-0.25,0.76,-0.76,0.25,-0.94,0.07,-0.97,0.04
2024-07-18 04:50:00,1.02,19.0,82.62,1018.9,4.0,20.0,23.0,25.0,0.52,1.54,-0.45,0.57,-0.9,0.12,0.03,1.05,-0.79,0.23
2024-07-18 05:00:00,1.08,19.0,88.0,1018.9,5.0,20.0,22.0,25.0,0.58,1.66,-0.87,0.21,-0.94,0.14,-0.25,0.83,-0.83,0.25
2024-07-18 05:10:00,1.45,19.0,88.0,1018.9,5.0,20.0,22.0,25.0,0.38,1.83,-1.35,0.1,-1.27,0.18,-0.56,0.89,-1.38,0.07
2024-07-18 05:20:00,1.84,19.0,88.0,1018.9,5.0,19.0,21.0,25.0,-0.07,1.77,-1.68,0.16,-1.62,0.22,-0.93,0.91,-1.41,0.43
2024-07-18 05:30:00,1.84,19.0,88.0,1018.9,5.0,19.0,21.0,25.0,-0.19,1.65,-1.66,0.18,-1.57,0.27,-1.05,0.79,-1.4,0.44
2024-07-18 05:40:00,1.77,18.0,88.0,1018.9,5.0,19.0,21.0,25.0,0.01,1.78,-1.72,0.05,-1.57,0.2,-0.87,0.9,-1.5,0.27
2024-07-18 05:50:00,1.54,18.0,93.79,1019.2,5.0,19.0,21.0,25.0,0.15,1.69,-1.35,0.19,-1.29,0.25,-0.59,0.95,-1.33,0.21
2024-07-18 06:00:00,1.66,18.0,93.79,1019.2,6.0,19.0,20.0,25.0,-0.03,1.63,-1.34,0.32,-1.37,0.29,-0.81,0.85,-1.32,0.34
2024-07-18 06:10:00,1.83,18.0,93.79,1019.2,6.0,19.0,20.0,25.0,-0.19,1.64,-1.52,0.31,-1.53,0.3,-1.07,0.76,-1.56,0.27
2024-07-18 06:20:00,1.77,17.0,93.79,1019.2,6.0,19.0,21.0,25.0,-0.29,1.48,-1.26,0.51,-1.39,0.38,-1.13,0.64,-1.41,0.36
2024-07-18 06:30:00,1.65,17.0,93.79,1019.2,6.0,19.0,21.0,25.0,-0.5,1.15,-0.99,0.66,-0.74,0.91,-1.07,0.58,-1.49,0.16
2024-07-18 06:40:00,1.78,18.0,93.79,1019.2,6.0,18.0,20.0,25.0,-1.08,0.7,-0.98,0.8,-0.9,0.88,-1.29,0.49,-1.76,0.02
2024-07-18 06:50:00,1.69,18.0,93.79,1019.4,6.0,18.0,20.0,24.0,-1.12,0.57,-1.16,0.53,-0.69,1.0,-1.26,0.43,-1.56,0.13
2024-07-18 07:00:00,1.63,17.0,88.0,1019.4,7.0,18.0,20.0,24.0,-1.42,0.21,-0.94,0.69,-0.76,0.87,-1.36,0.27,-1.34,0.29
2024-07-18 07:10:00,1.64,17.0,88.0,1019.4,7.0,18.0,20.0,24.0,-1.54,0.1,-1.24,0.4,-1.07,0.57,-1.26,0.38,-1.54,0.1
2024-07-18 07:20:00,1.48,17.0,88.0,1019.4,7.0,17.0,19.0,23.0,-1.32,0.16,-1.11,0.37,-0.83,0.65,-0.97,0.51,-1.15,0.33
2024-07-18 07:30:00,1.15,17.0,88.0,1019.4,7.0,17.0,19.0,23.0,-0.97,0.18,-0.75,0.4,-0.43,0.72,-0.78,0.37,-0.61,0.54
2024-07-18 12:50:00,1.0,17.0,56.63,1021.6,12.0,16.0,18.0,18.0,-0.08,0.92,0.21,1.21,-0.57,0.43,-0.94,0.06,-0.19,0.81
2024-07-18 13:40:00,1.06,19.0,56.63,1021.6,13.0,17.0,16.0,17.0,0.79,1.85,-0.24,0.82,-0.6,0.46,-0.97,0.09,-0.24,0.82
2024-07-18 14:00:00,1.06,20.0,49.9,1022.0,14.0,19.0,16.0,17.0,0.61,1.67,-0.23,0.83,-0.69,0.37,-0.89,0.17,-0.32,0.74
2024-07-18 14:10:00,1.15,20.0,49.9,1022.0,14.0,19.0,16.0,17.0,0.31,1.46,-0.26,0.89,-0.73,0.42,-0.91,0.24,-0.32,0.83
2024-07-18 14:20:00,1.47,20.0,49.9,1022.0,14.0,19.0,16.0,18.0,-0.02,1.45,-0.56,0.91,-1.16,0.31,-1.11,0.36,-0.73,0.74
2024-07-18 14:30:00,1.36,20.0,49.9,1022.0,14.0,19.0,16.0,18.0,-0.04,1.32,-0.57,0.79,-1.02,0.34,-1.15,0.21,-0.66,0.7
2024-07-18 14:40:00,1.85,20.0,49.9,1022.0,14.0,19.0,16.0,18.0,-0.6,1.25,-0.95,0.9,-1.52,0.33,-1.66,0.19,-1.06,0.79
2024-07-18 14:50:00,1.58,20.0,46.71,1022.1,14.0,20.0,16.0,18.0,-0.37,1.21,-0.63,0.95,-1.29,0.29,-0.97,0.61,-0.91,0.67
2024-07-18 15:00:00,1.67,20.0,46.71,1022.1,15.0,20.0,17.0,17.0,-0.29,1.38,-0.82,0.85,-1.41,0.26,-1.15,0.52,-0.96,0.71
2024-07-18 15:10:00,1.46,20.0,46.71,1022.1,15.0,20.0,17.0,17.0,-0.3,1.16,-0.7,0.76,-1.21,0.25,-0.91,0.55,-0.7,0.76
2024-07-18 15:20:00,1.45,20.0,46.71,1022.1,15.0,20.0,17.0,17.0,-0.55,0.9,-0.81,0.64,-1.29,0.16,-0.98,0.47,-0.59,0.86
2024-07-18 15:30:00,1.32,20.0,46.71,1022.1,15.0,20.0,17.0,17.0,-0.64,0.68,-0.74,0.58,-1.22,0.1,-1.3,0.02,-0.5,0.82
2024-07-18 15:40:00,1.25,20.0,46.71,1022.1,15.0,20.0,17.0,18.0,-0.43,0.82,-0.76,0.49,-1.12,0.13,-1.23,0.02,-0.41,0.84
2024-07-18 15:50:00,1.21,20.0,46.71,1022.3,15.0,20.0,17.0,18.0,-0.16,1.05,-0.78,0.43,-1.09,0.12,-1.19,0.02,-0.41,0.8
2024-07-18 16:00:00,1.38,22.0,46.71,1022.3,16.0,20.0,19.0,17.0,-0.55,0.83,-1.11,0.27,-1.09,0.29,-1.18,0.2,-0.65,0.73
2024-07-18 16:10:00,1.16,22.0,46.71,1022.3,16.0,20.0,19.0,17.0,-0.27,0.89,-0.78,0.38,-0.83,0.33,-0.98,0.18,-0.48,0.68
2024-07-18 16:50:00,1.05,22.0,41.14,1022.4,16.0,20.0,20.0,16.0,-0.1,0.95,-0.6,0.45,-0.72,0.33,-0.82,0.23,-0.26,0.79
2024-08-10 01:20:00,1.0,18.0,93.74,1016.8,1.0,20.0,21.0,21.0,0.41,1.41,-0.63,0.37,0.17,1.17,0.6,1.6,-0.23,0.77
2024-08-10 01:30:00,1.89,18.0,93.74,1016.8,1.0,20.0,21.0,21.0,-0.55,1.34,-1.6,0.29,-0.67,1.22,-0.43,1.46,-1.07,0.82
2024-08-10 01:40:00,1.77,18.0,93.74,1016.8,1.0,20.0,21.0,21.0,-0.4,1.37,-1.26,0.51,-0.56,1.21,0.0,1.77,-0.89,0.88
2024-08-10 01:50:00,1.44,18.0,93.74,1017.4,1.0,20.0,20.0,21.0,-0.09,1.35,-0.8,0.64,-0.29,1.15,0.17,1.61,-0.62,0.82
2024-08-10 02:00:00,1.89,17.0,100.0,1017.4,2.0,19.0,20.0,21.0,-0.45,1.44,-0.95,0.94,-1.13,0.76,-0.29,1.6,-1.19,0.7
2024-08-10 02:10:00,1.37,17.0,100.0,1017.4,2.0,19.0,20.0,21.0,0.04,1.41,-0.28,1.09,-0.51,0.86,0.26,1.63,-1.04,0.33
2024-08-10 02:20:00,1.41,17.0,100.0,1017.4,2.0,18.0,20.0,21.0,-0.65,0.76,-0.16,1.25,-0.49,0.92,0.13,1.54,-1.19,0.22
2024-08-10 02:30:00,1.34,17.0,100.0,1017.4,2.0,18.0,20.0,21.0,-0.53,0.81,0.03,1.37,-0.27,1.07,0.16,1.5,-1.09,0.25
2024-08-10 02:40:00,1.37,17.0,93.69,1017.4,2.0,18.0,20.0,21.0,-1.32,0.05,-0.23,1.14,-0.34,1.03,0.03,1.4,-0.87,0.5
2024-08-10 02:50:00,1.35,17.0,93.69,1017.5,2.0,18.0,20.0,22.0,-1.32,0.03,0.2,1.55,-0.31,1.04,0.15,1.5,-0.92,0.43
2024-08-10 03:00:00,1.44,16.0,93.69,1017.5,3.0,17.0,20.0,22.0,-1.17,0.27,-0.05,1.39,-0.24,1.2,-0.06,1.38,-1.03,0.41
2024-08-10 03:10:00,1.41,16.0,93.69,1017.5,3.0,17.0,20.0,22.0,-1.16,0.25,-0.01,1.4,-0.48,0.93,0.07,1.48,-0.88,0.53
2024-08-10 05:10:00,1.09,15.0,93.65,1017.3,5.0,16.0,17.0,20.0,0.31,1.4,-0.23,0.86,0.29,1.38,0.44,1.53,-0.62,0.47
2024-08-10 05:20:00,1.25,15.0,93.65,1017.3,5.0,16.0,17.0,20.0,0.04,1.29,-0.33,0.92,0.07,1.32,0.21,1.46,-0.66,0.59
2024-08-10 05:30:00,1.37,15.0,93.65,1017.3,5.0,16.0,17.0,20.0,-0.31,1.06,-0.3,1.07,-0.04,1.33,0.11,1.48,-0.77,0.6
2024-08-10 05:40:00,1.14,15.0,93.65,1017.3,5.0,15.0,17.0,20.0,-0.05,1.09,-0.11,1.03,0.33,1.47,0.28,1.42,-0.98,0.16
2024-08-10 05:50:00,1.55,15.0,93.65,1017.2,5.0,15.0,17.0,20.0,-0.43,1.12,-0.51,1.04,-0.14,1.41,-0.23,1.32,-1.34,0.21
2024-08-10 06:00:00,1.39,15.0,87.65,1017.2,6.0,15.0,16.0,20.0,-0.26,1.13,-0.19,1.2,0.0,1.39,0.13,1.52,-1.06,0.33
2024-08-10 06:10:00,1.4,15.0,87.65,1017.2,6.0,15.0,16.0,20.0,-0.25,1.15,-0.47,0.93,0.07,1.47,0.08,1.48,-0.95,0.45
2024-08-10 06:20:00,1.29,15.0,87.65,1017.2,6.0,15.0,16.0,20.0,-0.12,1.17,-0.31,0.98,0.15,1.44,0.1,1.39,-0.79,0.5
2024-08-10 06:30:00,1.06,15.0,87.65,1017.2,6.0,15.0,16.0,20.0,0.16,1.22,0.06,1.12,0.5,1.56,0.28,1.34,-0.39,0.67
2024-08-10 06:40:00,1.09,15.0,87.65,1017.2,6.0,15.0,16.0,20.0,0.12,1.21,0.13,1.22,0.46,1.55,0.18,1.27,-0.18,0.91
